borough,uid,block,lot,SALE DATE,sale_price
Queens,12061_45,12061,45,2019-10-07,540000
Queens,10943_250,10943,250,2021-09-27,650000
Staten Island,7702_304,7702,304,2018-06-12,665521
Staten Island,7702_304,7702,304,2018-09-05,304200
Staten Island,7702_304,7702,304,2019-04-01,518000
Brooklyn,1814_50,1814,50,2021-03-25,1600000
Queens,12703_39,12703,39,2019-03-18,280000
Queens,12703_39,12703,39,2020-01-10,598000
Queens,11006_11,11006,11,2022-04-27,650000
Brooklyn,1833_10,1833,10,2022-09-16,3300000
Brooklyn,320_1020,320,1020,2019-07-09,1170000
Brooklyn,320_1020,320,1020,2021-03-24,1200000
Queens,13180_24,13180,24,2020-07-27,578000
Queens,1651_20,1651,20,2020-03-25,364610
Queens,1651_20,1651,20,2021-10-27,598524
Queens,1651_20,1651,20,2023-08-25,800000
Brooklyn,8344_65,8344,65,2019-09-17,296500
Brooklyn,8344_65,8344,65,2020-04-17,760000
Staten Island,1254_169,1254,169,2018-09-07,339000
Staten Island,8022_34,8022,34,2018-06-30,675000
Brooklyn,8411_36,8411,36,2019-01-16,590000
Bronx,4518_38,4518,38,2018-05-21,408000
Bronx,4518_38,4518,38,2020-11-30,350000
Bronx,4518_38,4518,38,2021-04-15,500000
Manhattan,1519_1046,1519,1046,2021-05-06,3250000
Queens,12894_27,12894,27,2021-08-06,391880
Queens,12894_27,12894,27,2022-11-18,711000
Queens,12342_147,12342,147,2018-04-18,410000
Brooklyn,949_1202,949,1202,2022-08-02,1456000
Brooklyn,7849_30,7849,30,2021-05-14,625000
Brooklyn,7908_130,7908,130,2019-01-18,335000
Brooklyn,7908_130,7908,130,2019-11-26,540000
Queens,11720_56,11720,56,2020-04-13,715000
Bronx,4078_28,4078,28,2019-02-04,428665
Bronx,4078_28,4078,28,2019-12-05,355000
Bronx,4078_28,4078,28,2021-06-04,620000
Queens,9362_58,9362,58,2020-11-04,312000
Queens,9362_58,9362,58,2021-07-07,780000
Queens,10647_93,10647,93,2019-09-04,560000
Queens,11698_39,11698,39,2019-12-30,415000
Queens,873_16,873,16,2019-06-14,1155000
Queens,11183_7,11183,7,2019-01-10,370000
Queens,11183_7,11183,7,2020-04-03,619000
Queens,11992_112,11992,112,2022-08-22,460000
Staten Island,1032_32,1032,32,2018-09-28,267088
Staten Island,1032_32,1032,32,2019-05-30,429000
Manhattan,1924_1032,1924,1032,2018-12-04,999000
Brooklyn,949_1232,949,1232,2018-07-23,1360000
Brooklyn,5028_40,5028,40,2018-08-08,2700000
Queens,10751_3,10751,3,2019-06-06,470000
Queens,10751_3,10751,3,2019-11-08,655200
Staten Island,4478_618,4478,618,2020-03-10,444523
Staten Island,4478_618,4478,618,2020-07-31,295050
Staten Island,4478_618,4478,618,2021-05-17,435000
Manhattan,1167_1002_res,1167,1002,2021-08-26,535000
Queens,6012_41,6012,41,2020-11-13,1800000
Queens,1096_64,1096,64,2022-08-25,875000
Bronx,5376_32,5376,32,2018-05-29,390000
Bronx,5376_32,5376,32,2018-12-10,609000
Manhattan,1320_1150,1320,1150,2022-02-15,1310000
Brooklyn,7673_15,7673,15,2021-04-27,530000
Brooklyn,7673_15,7673,15,2022-04-19,840000
Queens,9004_31,9004,31,2019-09-05,365000
Queens,9004_31,9004,31,2020-02-26,600000
Queens,11604_37,11604,37,2018-11-13,599000
Brooklyn,7083_28,7083,28,2018-10-01,350000
Queens,1652_27,1652,27,2019-04-22,705000
Brooklyn,5047_59,5047,59,2018-06-27,380000
Brooklyn,5047_59,5047,59,2019-08-26,1800000
Queens,5624_8,5624,8,2018-03-08,475000
Queens,5624_8,5624,8,2019-01-29,845000
Queens,10898_115,10898,115,2018-09-28,340000
Manhattan,1138_1271,1138,1271,2023-01-25,1320000
Queens,12772_228,12772,228,2018-05-29,327395
Queens,12772_228,12772,228,2019-08-07,620000
Queens,12772_228,12772,228,2023-09-07,729000
Staten Island,143_29,143,29,2020-05-21,398900
Staten Island,143_29,143,29,2020-09-24,396602
Staten Island,143_29,143,29,2021-03-25,735000
Queens,9778_32,9778,32,2018-07-17,450000
Queens,9778_32,9778,32,2019-09-20,660000
Manhattan,631_1002_no2,631,1002,2019-01-07,3490000
Manhattan,631_1002_no2,631,1002,2019-08-14,1850000
Manhattan,631_1002_no2,631,1002,2021-12-16,1320000
Manhattan,1924_1019,1924,1019,2021-07-15,1150000
Brooklyn,8720_2426,8720,2426,2019-06-03,575000
Queens,9742_126,9742,126,2018-06-21,700000
Staten Island,7755_31,7755,31,2021-05-10,1230000
Manhattan,1118_1126,1118,1126,2023-03-13,3905000
Brooklyn,7160_71,7160,71,2018-03-28,405600
Queens,1653_29,1653,29,2022-03-31,440000
Queens,1653_29,1653,29,2022-04-14,670000
Queens,12624_3,12624,3,2021-12-21,535000
Queens,12624_3,12624,3,2022-04-19,850000
Brooklyn,1173_41_11,1173,41,2019-10-02,970000
Queens,13355_79,13355,79,2022-07-13,305000
Queens,13355_79,13355,79,2023-07-27,722000
Bronx,5428_55,5428,55,2019-03-11,450000
Manhattan,1407_1100,1407,1100,2019-12-23,682500
Brooklyn,7665_24,7665,24,2020-05-06,549322
Brooklyn,7665_24,7665,24,2020-06-26,775000
Brooklyn,1534_16,1534,16,2018-12-28,980000
Bronx,4879_16,4879,16,2019-12-27,293291
Bronx,4879_16,4879,16,2020-10-08,387348
Bronx,4879_16,4879,16,2021-04-16,550000
Manhattan,1232_37_5e,1232,37,2019-06-06,1295000
Queens,13719_3,13719,3,2019-05-02,470000
Queens,13719_3,13719,3,2020-10-20,990000
Queens,12580_12,12580,12,2019-07-10,625000
Staten Island,1680_123,1680,123,2021-06-17,370000
Staten Island,5592_27,5592,27,2018-11-08,480500
Staten Island,5592_27,5592,27,2019-10-24,728880
Queens,12075_138,12075,138,2018-05-07,355000
Queens,12075_138,12075,138,2019-09-27,555000
Queens,12254_51,12254,51,2018-08-15,300000
Queens,12254_51,12254,51,2019-06-14,465000
Queens,9142_34,9142,34,2020-06-18,390000
Queens,9142_34,9142,34,2021-02-23,628000
Queens,9392_26,9392,26,2018-07-18,460000
Queens,9392_26,9392,26,2018-12-18,615000
Queens,10934_191,10934,191,2019-08-19,430000
Queens,10934_191,10934,191,2021-06-02,443625
Queens,10934_191,10934,191,2023-09-22,887500
Brooklyn,1241_58,1241,58,2021-05-03,2700000
Queens,15621_55,15621,55,2019-05-01,815000
Queens,13093_7,13093,7,2019-11-21,390515
Queens,13093_7,13093,7,2020-05-28,608000
Brooklyn,8866_1408,8866,1408,2018-05-01,373500
Brooklyn,8866_1408,8866,1408,2018-12-06,360477
Brooklyn,8866_1408,8866,1408,2019-08-02,510000
Queens,1654_33,1654,33,2019-09-11,714529
Queens,1654_33,1654,33,2019-10-25,567000
Queens,1654_33,1654,33,2020-02-20,650000
Queens,13106_25,13106,25,2018-01-09,272000
Queens,13106_25,13106,25,2018-08-22,515000
Queens,10256_33,10256,33,2018-02-16,569543
Queens,10256_33,10256,33,2019-07-30,325000
Queens,10256_33,10256,33,2021-01-29,525000
Brooklyn,7631_10,7631,10,2023-06-28,600000
Brooklyn,7857_39,7857,39,2018-01-05,590000
Queens,13309_58,13309,58,2019-03-04,564796
Queens,13309_58,13309,58,2020-03-13,365000
Queens,13309_58,13309,58,2020-12-14,575000
Bronx,5352_27,5352,27,2018-11-26,365000
Bronx,5352_27,5352,27,2019-05-20,590000
Staten Island,1237_4,1237,4,2018-11-15,333000
Staten Island,1237_4,1237,4,2023-03-09,370110
Staten Island,1237_4,1237,4,2023-07-13,573000
Queens,7510_64,7510,64,2018-07-25,930000
Queens,11020_25,11020,25,2021-03-05,400000
Queens,11020_25,11020,25,2022-05-26,680000
Queens,11034_10,11034,10,2022-09-27,642323
Queens,11034_10,11034,10,2023-03-16,365400
Brooklyn,7301_44,7301,44,2022-09-23,1700000
Queens,12791_107,12791,107,2018-07-20,600000
Queens,9352_46,9352,46,2018-12-05,575000
Bronx,4608_25,4608,25,2018-06-29,468000
Bronx,4608_25,4608,25,2022-06-23,605000
Bronx,5054_94,5054,94,2018-02-05,780140
Bronx,5054_94,5054,94,2019-01-24,301665
Bronx,5054_94,5054,94,2019-10-16,499999
Queens,12748_113,12748,113,2019-03-06,425880
Queens,12748_113,12748,113,2019-08-15,635000
Staten Island,198_217,198,217,2021-07-29,316050
Staten Island,198_217,198,217,2022-03-14,480000
Brooklyn,3927_55,3927,55,2018-01-25,395000
Brooklyn,3927_55,3927,55,2019-06-12,679000
Queens,13462_84,13462,84,2019-09-16,415000
Queens,13462_84,13462,84,2020-12-08,630000
Queens,11937_83,11937,83,2018-09-13,375000
Queens,11937_83,11937,83,2019-10-30,625000
Staten Island,584_61,584,61,2021-08-05,605000
Brooklyn,8162_20,8162,20,2019-09-26,663751
Staten Island,198_45,198,45,2018-03-12,793841
Staten Island,198_45,198,45,2019-10-24,372539
Manhattan,1515_1293,1515,1293,2019-12-12,480000
Brooklyn,8720_2322,8720,2322,2018-07-18,707000
Brooklyn,8203_22,8203,22,2019-04-04,565000
Brooklyn,1237_40,1237,40,2022-12-14,1900000
Brooklyn,4800_35,4800,35,2022-04-11,1200000
Queens,13272_44,13272,44,2018-07-10,340000
Queens,13272_44,13272,44,2018-11-20,520000
Bronx,5729_593,5729,593,2019-01-25,300000
Bronx,5729_593,5729,593,2021-04-14,880000
Manhattan,2164_1118,2164,1118,2018-06-27,450500
Manhattan,2164_1118,2164,1118,2019-06-14,630000
Brooklyn,7850_46,7850,46,2018-07-25,370110
Brooklyn,7850_46,7850,46,2019-05-20,615000
Queens,8982_43,8982,43,2019-08-23,414560
Queens,8982_43,8982,43,2019-10-24,383250
Queens,8982_43,8982,43,2020-10-30,545000
Manhattan,65_1001_coop,65,1001,2022-06-23,515000
Queens,9606_13,9606,13,2018-07-13,490000
Queens,9606_13,9606,13,2019-02-08,868000
Staten Island,5743_145,5743,145,2018-04-05,333537
Staten Island,5743_145,5743,145,2018-07-09,273000
Staten Island,5743_145,5743,145,2019-03-19,412000
Queens,13492_22,13492,22,2018-01-29,435000
Brooklyn,1807_88,1807,88,2022-10-18,2198000
Queens,12201_78,12201,78,2020-08-18,520000
Manhattan,920_1154,920,1154,2019-03-13,1080000
Manhattan,760_1004,760,1004,2019-02-12,2500000
Manhattan,1577_1142,1577,1142,2018-06-13,490000
Brooklyn,1088_39_1l,1088,39,2018-11-27,377441
Queens,12226_53,12226,53,2018-04-03,485000
Brooklyn,7732_26,7732,26,2021-01-05,570000
Queens,11976_20,11976,20,2021-08-03,367920
Queens,11976_20,11976,20,2022-02-03,400000
Queens,11976_20,11976,20,2022-07-28,665000
Queens,12135_41,12135,41,2018-11-20,302500
Queens,12135_41,12135,41,2019-04-12,542000
Brooklyn,4168_22,4168,22,2018-07-03,435000
Brooklyn,4168_22,4168,22,2019-03-21,595000
Brooklyn,7928_117,7928,117,2018-06-06,288000
Brooklyn,7928_117,7928,117,2018-11-15,540000
Queens,12223_22,12223,22,2018-11-20,315000
Queens,12223_22,12223,22,2019-07-26,749000
Manhattan,944_1002,944,1002,2019-02-05,480000
Manhattan,1833_4127,1833,4127,2021-05-13,999000
Manhattan,1439_1098,1439,1098,2020-10-08,790000
Manhattan,1439_1098,1439,1098,2022-05-18,865000
Queens,15790_19,15790,19,2019-03-08,500599
Queens,15790_19,15790,19,2020-02-05,307500
Queens,15790_19,15790,19,2022-03-04,530000
Queens,12901_366,12901,366,2019-07-30,285000
Queens,12901_366,12901,366,2020-06-18,610000
Brooklyn,4131_61,4131,61,2021-11-24,508000
Brooklyn,4131_61,4131,61,2023-02-09,860000
Brooklyn,8481_76,8481,76,2021-12-16,500000
Brooklyn,8481_76,8481,76,2023-02-22,888888
Staten Island,848_138,848,138,2021-01-14,400000
Staten Island,848_138,848,138,2021-08-18,599000
Brooklyn,1871_69,1871,69,2019-03-25,1128508
Brooklyn,1871_69,1871,69,2019-05-28,735000
Queens,13616_8,13616,8,2019-01-28,255000
Queens,13616_8,13616,8,2020-05-07,535000
Queens,11772_60,11772,60,2018-07-16,675000
Queens,8118_23,8118,23,2020-07-22,520000
Queens,4844_7,4844,7,2018-02-15,895000
Queens,10272_10,10272,10,2019-05-31,385320
Queens,10272_10,10272,10,2020-09-21,575000
Brooklyn,1822_27,1822,27,2021-07-14,2100000
Queens,12858_24,12858,24,2019-01-14,342000
Queens,12858_24,12858,24,2019-10-07,581600
Queens,9604_15,9604,15,2018-11-13,325000
Queens,9604_15,9604,15,2019-06-20,329550
Queens,9604_15,9604,15,2020-03-12,620000
Queens,3396_9,3396,9,2019-06-05,555488
Queens,3396_9,3396,9,2021-05-03,550000
Queens,3396_9,3396,9,2023-04-14,1240000
Queens,13242_9,13242,9,2020-12-14,424815
Queens,13242_9,13242,9,2021-03-04,590000
Queens,13242_9,13242,9,2023-04-11,635000
Manhattan,1374_1167,1374,1167,2022-04-12,2900000
Queens,13557_92,13557,92,2023-06-23,441627
Queens,10257_41,10257,41,2018-03-29,390390
Queens,10257_41,10257,41,2019-02-26,883000
Queens,11293_27,11293,27,2022-08-10,470000
Queens,11293_27,11293,27,2023-03-02,750000
Queens,1069_30,1069,30,2019-01-25,1031285
Queens,1069_30,1069,30,2019-02-05,656766
Queens,1069_30,1069,30,2019-09-04,561750
Queens,12474_2,12474,2,2018-03-23,310000
Queens,12474_2,12474,2,2018-10-29,515000
Bronx,5884_1197,5884,1197,2022-08-05,899000
Staten Island,748_4,748,4,2020-06-15,595000
Queens,9465_20,9465,20,2019-06-24,400000
Queens,9465_20,9465,20,2020-01-02,385000
Queens,9465_20,9465,20,2021-11-18,690000
Manhattan,640_44_4c,640,44,2021-07-13,390000
Manhattan,640_44_4c,640,44,2023-06-27,750000
Queens,3321_1130,3321,1130,2019-09-17,310000
Queens,12614_36,12614,36,2018-11-14,315000
Queens,12614_36,12614,36,2019-09-20,660000
Staten Island,757_36,757,36,2021-04-28,1450000
Staten Island,803_60,803,60,2019-05-14,325000
Staten Island,803_60,803,60,2021-02-03,560000
Brooklyn,7768_50,7768,50,2023-02-22,446160
Queens,12754_60,12754,60,2019-08-08,349830
Queens,12754_60,12754,60,2020-01-06,560000
Manhattan,525_1002_2,525,1002,2021-04-26,580000
Brooklyn,7731_1,7731,1,2018-10-29,330000
Brooklyn,7731_1,7731,1,2020-01-14,649000
Brooklyn,7879_45,7879,45,2019-04-17,305000
Brooklyn,7879_45,7879,45,2020-03-04,625000
Queens,12174_178,12174,178,2019-08-09,296500
Queens,12174_178,12174,178,2019-11-13,495000
Staten Island,198_79,198,79,2018-10-25,352500
Staten Island,198_79,198,79,2022-05-25,304200
Staten Island,1508_64,1508,64,2019-02-14,550000
Staten Island,1508_64,1508,64,2019-10-20,905000
Manhattan,1518_42_4w,1518,42,2022-05-18,975000
Brooklyn,8365_68,8365,68,2020-07-06,450000
Brooklyn,8365_68,8365,68,2021-09-14,765000
Brooklyn,8365_68,8365,68,2023-08-02,712000
Brooklyn,5054_52,5054,52,2018-08-29,998000
Brooklyn,5054_52,5054,52,2021-04-09,1942500
Staten Island,60_11,60,11,2019-12-16,519043
Staten Island,60_11,60,11,2020-11-25,350000
Bronx,4241_17,4241,17,2019-05-28,451000
Bronx,4241_17,4241,17,2020-10-30,877000
Manhattan,513_1211,513,1211,2023-09-07,2665000
Staten Island,3881_6,3881,6,2023-03-22,715000
Manhattan,513_1212,513,1212,2018-05-10,3000000
Manhattan,513_1212,513,1212,2020-09-11,3500000
Manhattan,513_1212,513,1212,2023-10-16,4600000
Queens,10167_8,10167,8,2018-06-07,489000
Queens,11039_54,11039,54,2018-05-18,650000
Brooklyn,1368_50,1368,50,2018-10-30,520000
Brooklyn,1368_50,1368,50,2019-06-05,710000
Queens,13469_52,13469,52,2019-06-12,500000
Queens,11006_30,11006,30,2018-03-06,384306
Queens,11006_30,11006,30,2018-09-21,649000
Queens,7018_41,7018,41,2019-04-01,685000
Queens,7018_41,7018,41,2020-09-10,1200000
Queens,10863_18,10863,18,2018-01-29,750000
Queens,13122_35,13122,35,2018-07-24,350500
Queens,13122_35,13122,35,2019-01-28,590000
Bronx,5100_50,5100,50,2018-06-26,470000
Bronx,5100_50,5100,50,2021-01-28,500000
Staten Island,3746_48,3746,48,2019-05-20,570000
Staten Island,3746_48,3746,48,2022-05-13,725000
Brooklyn,3757_81,3757,81,2021-08-16,380000
Brooklyn,3757_81,3757,81,2022-05-03,600000
Queens,10983_47,10983,47,2019-09-05,300000
Queens,10983_47,10983,47,2020-03-19,638000
Manhattan,1040_1520,1040,1520,2021-03-22,825000
Queens,6062_47,6062,47,2018-01-03,1499000
Queens,9035_9,9035,9,2018-06-19,440000
Queens,9035_9,9035,9,2018-12-07,680000
Queens,13272_51,13272,51,2018-03-09,415000
Queens,13272_51,13272,51,2020-07-15,490000
Brooklyn,7360_33,7360,33,2023-03-02,500000
Brooklyn,7360_33,7360,33,2023-08-22,795000
Queens,10191_37,10191,37,2022-01-27,450000
Queens,10191_37,10191,37,2022-09-15,625500
Bronx,3098_143,3098,143,2022-06-22,265000
Bronx,3098_143,3098,143,2023-01-30,480000
Bronx,4029_56,4029,56,2021-06-08,499990
Manhattan,915_44_2r,915,44,2019-12-11,599000
Queens,5998_1,5998,1,2021-07-09,1400000
Queens,10351_6,10351,6,2019-02-28,346500
Queens,10351_6,10351,6,2020-02-07,700000
Queens,10814_37,10814,37,2019-12-19,450000
Manhattan,1515_1008,1515,1008,2018-06-15,840000
Queens,4424_48,4424,48,2021-08-10,825000
Queens,4424_48,4424,48,2022-01-10,1990000
Staten Island,3886_16,3886,16,2021-05-17,680000
Queens,10879_42,10879,42,2018-01-17,345000
Queens,10879_42,10879,42,2019-12-31,640000
Manhattan,721_1062_14h,721,1062,2018-10-01,1175000
Manhattan,1419_1599,1419,1599,2021-05-25,585000
Queens,10172_2,10172,2,2019-12-12,330000
Queens,10172_2,10172,2,2021-10-29,675000
Queens,10285_3,10285,3,2023-01-30,480000
Queens,10285_3,10285,3,2023-05-10,678100
Manhattan,1398_1205,1398,1205,2018-06-18,1100000
Staten Island,2907_126,2907,126,2018-06-26,440000
Brooklyn,5034_27,5034,27,2018-12-12,2750000
Staten Island,7075_122,7075,122,2020-02-24,325000
Staten Island,7075_122,7075,122,2020-09-03,474000
Brooklyn,4504_5,4504,5,2019-08-22,319815
Manhattan,1338_1031,1338,1031,2021-07-16,550000
Queens,3293_1010_condo,3293,1010,2019-12-17,305000
Queens,3293_1010_condo,3293,1010,2021-01-19,340000
Queens,11772_58,11772,58,2022-08-04,660000
Brooklyn,4874_17,4874,17,2018-10-05,680000
Manhattan,1011_5024,1011,5024,2019-02-11,925000
Queens,12770_73,12770,73,2019-01-29,340000
Queens,12770_73,12770,73,2019-09-20,640000
Queens,10274_34,10274,34,2018-04-18,269500
Queens,10274_34,10274,34,2019-05-10,490000
Bronx,4547_24,4547,24,2018-05-07,435000
Staten Island,164_98,164,98,2018-03-27,515000
Staten Island,164_98,164,98,2018-10-30,775000
Brooklyn,8065_50,8065,50,2022-09-23,415740
Brooklyn,8065_50,8065,50,2023-01-20,800000
Queens,12037_168,12037,168,2020-07-01,400530
Queens,12037_168,12037,168,2022-04-07,715000
Queens,10040_75,10040,75,2023-02-28,359970
Queens,10040_75,10040,75,2023-09-15,659000
Queens,11614_26,11614,26,2018-05-10,410000
Queens,11614_26,11614,26,2019-07-25,600000
Bronx,2808_74,2808,74,2020-10-15,850000
Manhattan,1370_1049,1370,1049,2019-05-15,420000
Queens,12486_86,12486,86,2018-12-04,500000
Staten Island,2886_17,2886,17,2018-02-01,398000
Queens,11979_13,11979,13,2018-08-24,285400
Queens,11979_13,11979,13,2020-02-10,499550
Queens,4045_22,4045,22,2023-09-19,400000
Queens,10755_1,10755,1,2019-09-27,400000
Queens,10755_1,10755,1,2020-11-20,670000
Queens,12997_20,12997,20,2021-12-17,275000
Queens,12997_20,12997,20,2022-06-27,755000
Manhattan,1011_7021,1011,7021,2019-04-17,4750000
Queens,10907_11,10907,11,2018-09-14,315000
Queens,10907_11,10907,11,2018-10-30,430000
Queens,12265_18,12265,18,2019-07-23,475000
Queens,12265_18,12265,18,2021-02-22,1200000
Queens,12718_23,12718,23,2019-04-16,593826
Queens,12718_23,12718,23,2019-07-18,349900
Queens,12718_23,12718,23,2019-11-08,590000
Manhattan,602_1004,602,1004,2018-04-05,2680000
Manhattan,602_1004,602,1004,2022-03-03,2750000
Manhattan,1526_1060,1526,1060,2021-07-28,3035000
Brooklyn,5146_28,5146,28,2020-01-29,1050000
Staten Island,182_46,182,46,2018-06-27,280000
Staten Island,182_46,182,46,2019-01-31,435000
Manhattan,602_1031,602,1031,2022-09-28,2525000
Staten Island,2306_415,2306,415,2019-11-18,668000
Staten Island,2306_415,2306,415,2020-09-18,935000
Staten Island,7864_59,7864,59,2018-04-09,1009962
Staten Island,7864_59,7864,59,2018-10-04,526050
Staten Island,7864_59,7864,59,2020-12-07,975000
Staten Island,4632_17,4632,17,2018-02-09,328250
Staten Island,4632_17,4632,17,2019-10-08,639000
Queens,12202_16,12202,16,2018-04-04,278850
Queens,12202_16,12202,16,2022-05-09,450000
Queens,12202_16,12202,16,2023-05-05,610000
Staten Island,5318_21,5318,21,2019-11-28,789591
Staten Island,5318_21,5318,21,2020-06-12,446000
Staten Island,4308_100,4308,100,2018-11-01,995000
Staten Island,4308_100,4308,100,2022-11-07,835000
Staten Island,4308_100,4308,100,2023-07-28,1250000
Staten Island,597_1,597,1,2022-04-04,630000
Staten Island,597_1,597,1,2023-01-12,970000
Staten Island,7106_165,7106,165,2018-02-23,304200
Staten Island,7106_165,7106,165,2018-09-26,430000
Brooklyn,8259_19,8259,19,2018-10-19,265000
Brooklyn,8259_19,8259,19,2019-05-28,640000
Brooklyn,1564_17,1564,17,2018-07-12,590000
Brooklyn,1564_17,1564,17,2020-01-30,998000
Queens,8538_4,8538,4,2019-01-28,515000
Queens,8538_4,8538,4,2019-04-04,760000
Queens,10947_48,10947,48,2023-06-26,630000
Brooklyn,8633_23,8633,23,2020-05-07,1440235
Queens,12091_20,12091,20,2020-04-27,302000
Queens,12091_20,12091,20,2020-11-19,459905
Queens,10948_59,10948,59,2021-12-30,620000
Bronx,3469_4,3469,4,2018-01-03,295000
Bronx,3469_4,3469,4,2019-07-17,580000
Staten Island,6018_141,6018,141,2020-02-11,436439
Staten Island,6018_141,6018,141,2020-10-28,311805
Staten Island,6018_141,6018,141,2023-08-21,640000
Staten Island,2886_15,2886,15,2019-02-07,499412
Staten Island,2886_15,2886,15,2020-12-07,270000
Queens,10917_26,10917,26,2018-02-12,305000
Queens,10917_26,10917,26,2018-10-30,497000
Queens,12226_45,12226,45,2018-05-18,470000
Queens,10267_23,10267,23,2018-11-02,315000
Queens,10267_23,10267,23,2019-07-16,555000
