borough,house_class,period,home_price_index
Queens,Condo,2023-12-31,213.1
Queens,Condo,2024-01-31,214.9
Queens,Condo,2024-02-29,217.4
Queens,Condo,2024-03-31,207.3
Queens,Condo,2024-04-30,208.7
Queens,Condo,2024-05-31,209.5
Queens,Condo,2024-06-30,211.8
Queens,Condo,2024-07-31,220.5
Queens,Condo,2024-08-31,217.5
Queens,Condo,2024-09-30,215.3
Queens,Condo,2024-10-31,213.8
Queens,Condo,2024-11-30,218.0
Queens,Condo,2024-12-31,212.6
Queens,Condo,2025-01-31,214.3
Queens,Condo,2025-02-28,207.3
Queens,Condo,2025-03-31,212.3
Queens,Condo,2025-04-30,225.8
Queens,Condo,2025-05-31,219.1
Queens,Condo,2025-06-30,218.3
Queens,Condo,2025-07-31,207.6
Queens,Condo,2025-08-31,215.4
Queens,Condo,2025-09-30,217.4
Queens,Condo,2025-10-31,216.8
Queens,Coop,2003-03-31,100.0
Queens,Coop,2003-04-30,73.9
Queens,Coop,2003-05-31,61.4
Queens,Coop,2003-06-30,97.5
Queens,Coop,2003-07-31,97.5
Queens,Coop,2003-10-31,97.5
Queens,Coop,2003-11-30,97.5
Queens,Coop,2004-01-31,97.5
Queens,Coop,2004-05-31,225.9
Queens,Coop,2004-06-30,140.4
Queens,Coop,2004-07-31,128.5
Queens,Coop,2004-08-31,137.0
Queens,Coop,2004-09-30,127.5
Queens,Coop,2004-10-31,125.2
Queens,Coop,2004-11-30,147.1
Queens,Coop,2004-12-31,140.6
Queens,Coop,2005-01-31,132.5
Queens,Coop,2005-02-28,116.7
Queens,Coop,2005-03-31,158.7
Queens,Coop,2005-04-30,126.0
Queens,Coop,2005-05-31,142.2
Queens,Coop,2005-06-30,134.1
Queens,Coop,2005-07-31,148.4
Queens,Coop,2005-08-31,158.9
Queens,Coop,2005-09-30,149.1
Queens,Coop,2005-10-31,170.8
Queens,Coop,2005-11-30,155.3
Queens,Coop,2005-12-31,159.8
Queens,Coop,2006-01-31,152.0
Queens,Coop,2006-02-28,170.1
Queens,Coop,2006-03-31,168.2
Queens,Coop,2006-04-30,159.2
Queens,Coop,2006-05-31,146.9
Queens,Coop,2006-06-30,163.5
Queens,Coop,2006-07-31,159.1
Queens,Coop,2006-08-31,150.8
Queens,Coop,2006-09-30,154.0
Queens,Coop,2006-10-31,154.1
Queens,Coop,2006-11-30,158.9
Queens,Coop,2006-12-31,158.8
Queens,Coop,2007-01-31,149.6
Queens,Coop,2007-02-28,142.2
Queens,Coop,2007-03-31,153.9
Queens,Coop,2007-04-30,153.4
Queens,Coop,2007-05-31,161.7
Queens,Coop,2007-06-30,159.4
Queens,Coop,2007-07-31,156.1
Queens,Coop,2007-08-31,157.5
Queens,Coop,2007-09-30,150.1
Queens,Coop,2007-10-31,143.9
Queens,Coop,2007-11-30,160.1
Queens,Coop,2007-12-31,161.8
Queens,Coop,2008-01-31,170.5
Queens,Coop,2008-02-29,144.3
Queens,Coop,2008-03-31,159.8
Queens,Coop,2008-04-30,147.6
Queens,Coop,2008-05-31,156.4
Queens,Coop,2008-06-30,169.7
Queens,Coop,2008-07-31,149.0
Queens,Coop,2008-08-31,156.0
Queens,Coop,2008-09-30,164.6
Queens,Coop,2008-10-31,158.5
Queens,Coop,2008-11-30,143.8
Queens,Coop,2008-12-31,161.2
Queens,Coop,2009-01-31,152.4
Queens,Coop,2009-02-28,148.4
Queens,Coop,2009-03-31,147.7
Queens,Coop,2009-04-30,145.9
Queens,Coop,2009-05-31,179.7
Queens,Coop,2009-06-30,179.1
Queens,Coop,2009-07-31,137.6
Queens,Coop,2009-08-31,152.3
Queens,Coop,2009-09-30,154.2
Queens,Coop,2009-10-31,153.9
Queens,Coop,2009-11-30,157.8
Queens,Coop,2009-12-31,252.1
Queens,Coop,2010-01-31,151.7
Queens,Coop,2010-02-28,147.7
Queens,Coop,2010-03-31,164.9
Queens,Coop,2010-04-30,140.3
Queens,Coop,2010-05-31,143.1
Queens,Coop,2011-01-31,148.3
Queens,Coop,2011-02-28,133.4
Queens,Coop,2011-03-31,134.8
Queens,Coop,2011-04-30,139.3
Queens,Coop,2011-05-31,153.2
Queens,Coop,2011-06-30,156.1
Queens,Coop,2011-07-31,173.6
Queens,Coop,2011-08-31,140.1
Queens,Coop,2011-09-30,142.9
Queens,Coop,2011-10-31,151.7
Queens,Coop,2011-11-30,148.5
Queens,Coop,2011-12-31,154.0
Queens,Coop,2012-01-31,269.7
Queens,Coop,2012-02-29,162.9
Queens,Coop,2012-03-31,136.8
Queens,Coop,2012-04-30,142.4
Queens,Coop,2012-05-31,159.9
Queens,Coop,2012-06-30,141.3
Queens,Coop,2012-07-31,184.1
Queens,Coop,2012-08-31,150.7
Queens,Coop,2012-09-30,140.1
Queens,Coop,2012-10-31,150.2
Queens,Coop,2012-11-30,138.3
Queens,Coop,2012-12-31,135.5
Queens,Coop,2013-01-31,144.4
Queens,Coop,2013-02-28,131.0
Queens,Coop,2013-03-31,138.0
Queens,Coop,2013-04-30,146.3
Queens,Coop,2013-05-31,157.9
Queens,Coop,2013-06-30,155.5
Queens,Coop,2013-07-31,156.9
Queens,Coop,2013-08-31,148.5
Queens,Coop,2013-09-30,153.6
Queens,Coop,2013-10-31,137.9
Queens,Coop,2013-11-30,143.5
Queens,Coop,2013-12-31,158.1
Queens,Coop,2014-01-31,166.3
Queens,Coop,2014-02-28,152.9
Queens,Coop,2014-03-31,154.0
Queens,Coop,2014-04-30,151.1
Queens,Coop,2014-05-31,154.0
Queens,Coop,2014-06-30,148.0
Queens,Coop,2014-07-31,152.4
Queens,Coop,2014-08-31,156.8
Queens,Coop,2014-09-30,131.3
Queens,Coop,2014-10-31,165.3
Queens,Coop,2014-11-30,163.8
Queens,Coop,2014-12-31,154.7
Queens,Coop,2015-01-31,152.5
Queens,Coop,2015-02-28,156.5
Queens,Coop,2015-03-31,169.8
Queens,Coop,2015-04-30,145.6
Queens,Coop,2015-05-31,163.7
Queens,Coop,2015-06-30,167.5
Queens,Coop,2015-07-31,177.8
Queens,Coop,2015-08-31,167.8
Queens,Coop,2015-09-30,178.9
Queens,Coop,2015-10-31,169.0
Queens,Coop,2015-11-30,165.2
Queens,Coop,2015-12-31,173.5
Queens,Coop,2016-01-31,169.0
Queens,Coop,2016-02-29,169.0
Queens,Coop,2016-03-31,174.6
Queens,Coop,2016-04-30,192.4
Queens,Coop,2016-05-31,191.0
Queens,Coop,2016-06-30,185.9
Queens,Coop,2016-07-31,177.9
Queens,Coop,2016-08-31,186.4
Queens,Coop,2016-09-30,181.1
Queens,Coop,2016-10-31,173.7
Queens,Coop,2016-11-30,184.0
Queens,Coop,2016-12-31,187.3
Queens,Coop,2017-01-31,181.0
Queens,Coop,2017-02-28,181.7
Queens,Coop,2017-03-31,188.7
Queens,Coop,2017-04-30,178.8
Queens,Coop,2017-05-31,190.7
Queens,Coop,2017-06-30,187.4
Queens,Coop,2017-07-31,189.3
Queens,Coop,2017-08-31,196.2
Queens,Coop,2017-09-30,198.7
Queens,Coop,2017-10-31,195.0
Queens,Coop,2017-11-30,194.6
Queens,Coop,2017-12-31,184.1
Queens,Coop,2018-01-31,203.8
Queens,Coop,2018-02-28,194.6
Queens,Coop,2018-03-31,200.3
Queens,Coop,2018-04-30,204.4
Queens,Coop,2018-05-31,207.1
Queens,Coop,2018-06-30,198.3
Queens,Coop,2018-07-31,206.5
Queens,Coop,2018-08-31,219.2
Queens,Coop,2018-09-30,220.8
Queens,Coop,2018-10-31,194.8
Queens,Coop,2018-11-30,215.2
Queens,Coop,2018-12-31,200.8
Queens,Coop,2019-01-31,207.7
Queens,Coop,2019-02-28,215.8
Queens,Coop,2019-03-31,212.7
Queens,Coop,2019-04-30,226.4
Queens,Coop,2019-05-31,218.3
Queens,Coop,2019-06-30,192.2
Queens,Coop,2019-07-31,214.8
Queens,Coop,2019-08-31,200.2
Queens,Coop,2019-09-30,205.7
Queens,Coop,2019-10-31,209.8
Queens,Coop,2019-11-30,200.2
Queens,Coop,2019-12-31,204.6
Queens,Coop,2020-01-31,221.7
Queens,Coop,2020-02-29,208.4
Queens,Coop,2020-03-31,216.4
Queens,Coop,2020-04-30,211.8
Queens,Coop,2020-05-31,207.1
Queens,Coop,2020-06-30,212.6
Queens,Coop,2020-07-31,199.5
Queens,Coop,2020-08-31,219.8
Queens,Coop,2020-09-30,206.3
Queens,Coop,2020-10-31,217.0
Queens,Coop,2020-11-30,222.0
Queens,Coop,2020-12-31,221.3
Queens,Coop,2021-01-31,203.3
Queens,Coop,2021-02-28,205.8
Queens,Coop,2021-03-31,219.2
Queens,Coop,2021-04-30,213.9
Queens,Coop,2021-05-31,208.7
Queens,Coop,2021-06-30,215.6
Queens,Coop,2021-07-31,220.1
Queens,Coop,2021-08-31,230.4
Queens,Coop,2021-09-30,214.8
Queens,Coop,2021-10-31,220.1
Queens,Coop,2021-11-30,214.2
Queens,Coop,2021-12-31,221.3
Queens,Coop,2022-01-31,221.3
Queens,Coop,2022-02-28,205.8
Queens,Coop,2022-03-31,213.0
Queens,Coop,2022-04-30,216.7
Queens,Coop,2022-05-31,231.2
Queens,Coop,2022-06-30,228.8
Queens,Coop,2022-07-31,214.2
Queens,Coop,2022-08-31,226.8
Queens,Coop,2022-09-30,232.5
Queens,Coop,2022-10-31,226.5
Queens,Coop,2022-11-30,221.5
Queens,Coop,2022-12-31,228.4
Queens,Coop,2023-01-31,218.4
Queens,Coop,2023-02-28,234.9
Queens,Coop,2023-03-31,209.3
Queens,Coop,2023-04-30,219.9
Queens,Coop,2023-05-31,304.5
Queens,Coop,2023-06-30,215.7
Queens,Coop,2023-07-31,223.5
Queens,Coop,2023-08-31,231.9
Queens,Coop,2023-09-30,239.4
Queens,Coop,2023-10-31,227.4
Queens,Coop,2023-11-30,235.7
Queens,Coop,2023-12-31,228.7
Queens,Coop,2024-01-31,223.4
Queens,Coop,2024-02-29,245.1
Queens,Coop,2024-03-31,225.6
Queens,Coop,2024-04-30,233.2
Queens,Coop,2024-05-31,235.6
Queens,Coop,2024-06-30,220.5
Queens,Coop,2024-07-31,225.1
Queens,Coop,2024-08-31,232.4
Queens,Coop,2024-09-30,221.9
Queens,Coop,2024-10-31,236.8
Queens,Coop,2024-11-30,235.2
Queens,Coop,2024-12-31,226.4
Queens,Coop,2025-01-31,233.9
Queens,Coop,2025-02-28,243.7
Queens,Coop,2025-03-31,215.7
Queens,Coop,2025-04-30,241.3
Queens,Coop,2025-05-31,226.1
Queens,Coop,2025-06-30,239.4
Queens,Coop,2025-07-31,227.9
Queens,Coop,2025-08-31,228.9
Queens,Coop,2025-09-30,233.4
Queens,Coop,2025-10-31,206.1
Queens,SFH,2003-01-31,100.0
Queens,SFH,2003-02-28,104.7
Queens,SFH,2003-03-31,106.2
Queens,SFH,2003-04-30,104.4
Queens,SFH,2003-05-31,108.7
Queens,SFH,2003-06-30,106.4
Queens,SFH,2003-07-31,109.0
Queens,SFH,2003-08-31,109.2
Queens,SFH,2003-09-30,111.1
Queens,SFH,2003-10-31,113.2
Queens,SFH,2003-11-30,113.0
Queens,SFH,2003-12-31,114.5
Queens,SFH,2004-01-31,114.1
Queens,SFH,2004-02-29,115.8
Queens,SFH,2004-03-31,115.0
Queens,SFH,2004-04-30,118.1
Queens,SFH,2004-05-31,118.2
Queens,SFH,2004-06-30,121.6
Queens,SFH,2004-07-31,121.2
Queens,SFH,2004-08-31,124.7
Queens,SFH,2004-09-30,125.8
Queens,SFH,2004-10-31,126.5
Queens,SFH,2004-11-30,129.7
Queens,SFH,2004-12-31,131.1
Queens,SFH,2005-01-31,133.7
Queens,SFH,2005-02-28,135.2
Queens,SFH,2005-03-31,135.9
Queens,SFH,2005-04-30,137.8
Queens,SFH,2005-05-31,138.2
Queens,SFH,2005-06-30,141.8
Queens,SFH,2005-07-31,144.3
Queens,SFH,2005-08-31,145.5
Queens,SFH,2005-09-30,147.5
Queens,SFH,2005-10-31,147.8
Queens,SFH,2005-11-30,150.3
Queens,SFH,2005-12-31,153.0
Queens,SFH,2006-01-31,153.0
Queens,SFH,2006-02-28,155.9
Queens,SFH,2006-03-31,157.4
Queens,SFH,2006-04-30,159.2
Queens,SFH,2006-05-31,158.7
Queens,SFH,2006-06-30,155.9
Queens,SFH,2006-07-31,161.5
Queens,SFH,2006-08-31,163.9
Queens,SFH,2006-09-30,165.3
Queens,SFH,2006-10-31,163.7
Queens,SFH,2006-11-30,166.8
Queens,SFH,2006-12-31,166.7
Queens,SFH,2007-01-31,162.2
Queens,SFH,2007-02-28,164.0
Queens,SFH,2007-03-31,160.2
Queens,SFH,2007-04-30,163.4
Queens,SFH,2007-05-31,159.9
Queens,SFH,2007-06-30,163.1
Queens,SFH,2007-07-31,161.2
Queens,SFH,2007-08-31,160.1
Queens,SFH,2007-09-30,155.8
Queens,SFH,2007-10-31,156.7
Queens,SFH,2007-11-30,158.2
Queens,SFH,2007-12-31,161.7
Queens,SFH,2008-01-31,157.4
Queens,SFH,2008-02-29,152.9
Queens,SFH,2008-03-31,154.3
Queens,SFH,2008-04-30,151.7
Queens,SFH,2008-05-31,151.3
Queens,SFH,2008-06-30,150.4
Queens,SFH,2008-07-31,146.5
Queens,SFH,2008-08-31,150.7
Queens,SFH,2008-09-30,146.5
Queens,SFH,2008-10-31,145.4
Queens,SFH,2008-11-30,145.3
Queens,SFH,2008-12-31,145.6
Queens,SFH,2009-01-31,142.2
Queens,SFH,2009-02-28,142.6
Queens,SFH,2009-03-31,135.4
Queens,SFH,2009-04-30,139.8
Queens,SFH,2009-05-31,140.8
Queens,SFH,2009-06-30,137.2
Queens,SFH,2009-07-31,143.9
Queens,SFH,2009-08-31,141.0
Queens,SFH,2009-09-30,142.6
Queens,SFH,2009-10-31,141.8
Queens,SFH,2009-11-30,138.6
Queens,SFH,2009-12-31,140.1
Queens,SFH,2010-01-31,137.3
Queens,SFH,2010-02-28,140.2
Queens,SFH,2010-03-31,137.8
Queens,SFH,2010-04-30,138.8
Queens,SFH,2010-05-31,137.5
Queens,SFH,2010-06-30,134.2
Queens,SFH,2010-07-31,144.5
Queens,SFH,2010-08-31,135.5
Queens,SFH,2010-09-30,134.5
Queens,SFH,2010-10-31,132.1
Queens,SFH,2010-11-30,133.0
Queens,SFH,2010-12-31,131.0
Queens,SFH,2011-01-31,133.4
Queens,SFH,2011-02-28,128.6
Queens,SFH,2011-03-31,130.3
Queens,SFH,2011-04-30,131.3
Queens,SFH,2011-05-31,131.8
Queens,SFH,2011-06-30,131.8
Queens,SFH,2011-07-31,135.6
Queens,SFH,2011-08-31,136.2
Queens,SFH,2011-09-30,136.7
Queens,SFH,2011-10-31,131.1
Queens,SFH,2011-11-30,121.1
Queens,SFH,2011-12-31,133.8
Queens,SFH,2012-01-31,123.1
Queens,SFH,2012-02-29,133.0
Queens,SFH,2012-03-31,132.2
Queens,SFH,2012-04-30,129.5
Queens,SFH,2012-05-31,135.6
Queens,SFH,2012-06-30,139.0
Queens,SFH,2012-07-31,136.1
Queens,SFH,2012-08-31,133.1
Queens,SFH,2012-09-30,138.6
Queens,SFH,2012-10-31,137.1
Queens,SFH,2012-11-30,132.2
Queens,SFH,2012-12-31,131.4
Queens,SFH,2013-01-31,135.6
Queens,SFH,2013-02-28,136.9
Queens,SFH,2013-03-31,137.9
Queens,SFH,2013-04-30,143.0
Queens,SFH,2013-05-31,139.5
Queens,SFH,2013-06-30,141.8
Queens,SFH,2013-07-31,145.0
Queens,SFH,2013-08-31,143.3
Queens,SFH,2013-09-30,144.1
Queens,SFH,2013-10-31,148.8
Queens,SFH,2013-11-30,146.9
Queens,SFH,2013-12-31,149.4
Queens,SFH,2014-01-31,146.6
Queens,SFH,2014-02-28,152.2
Queens,SFH,2014-03-31,151.6
Queens,SFH,2014-04-30,142.4
Queens,SFH,2014-05-31,145.7
Queens,SFH,2014-06-30,149.0
Queens,SFH,2014-07-31,155.9
Queens,SFH,2014-08-31,150.5
Queens,SFH,2014-09-30,154.6
Queens,SFH,2014-10-31,162.5
Queens,SFH,2014-11-30,152.3
Queens,SFH,2014-12-31,161.7
Queens,SFH,2015-01-31,160.2
Queens,SFH,2015-02-28,151.1
Queens,SFH,2015-03-31,156.8
Queens,SFH,2015-04-30,151.7
Queens,SFH,2015-05-31,156.4
Queens,SFH,2015-06-30,160.5
Queens,SFH,2015-07-31,166.9
Queens,SFH,2015-08-31,160.1
Queens,SFH,2015-09-30,160.6
Queens,SFH,2015-10-31,165.0
Queens,SFH,2015-11-30,165.6
Queens,SFH,2015-12-31,160.4
Queens,SFH,2016-01-31,173.5
Queens,SFH,2016-02-29,167.7
Queens,SFH,2016-03-31,167.3
Queens,SFH,2016-04-30,164.3
Queens,SFH,2016-05-31,169.2
Queens,SFH,2016-06-30,170.6
Queens,SFH,2016-07-31,173.2
Queens,SFH,2016-08-31,177.8
Queens,SFH,2016-09-30,177.7
Queens,SFH,2016-10-31,175.3
Queens,SFH,2016-11-30,181.3
Queens,SFH,2016-12-31,175.6
Queens,SFH,2017-01-31,175.9
Queens,SFH,2017-02-28,184.0
Queens,SFH,2017-03-31,184.0
Queens,SFH,2017-04-30,176.3
Queens,SFH,2017-05-31,178.7
Queens,SFH,2017-06-30,183.5
Queens,SFH,2017-07-31,186.1
Queens,SFH,2017-08-31,183.1
Queens,SFH,2017-09-30,183.8
Queens,SFH,2017-10-31,193.4
Queens,SFH,2017-11-30,182.7
Queens,SFH,2017-12-31,195.3
Queens,SFH,2018-01-31,197.7
Queens,SFH,2018-02-28,185.1
Queens,SFH,2018-03-31,188.1
Queens,SFH,2018-04-30,189.0
Queens,SFH,2018-05-31,192.4
Queens,SFH,2018-06-30,195.8
Queens,SFH,2018-07-31,192.4
Queens,SFH,2018-08-31,201.2
Queens,SFH,2018-09-30,200.1
Queens,SFH,2018-10-31,194.2
Queens,SFH,2018-11-30,196.0
Queens,SFH,2018-12-31,200.6
Queens,SFH,2019-01-31,196.9
Queens,SFH,2019-02-28,201.3
Queens,SFH,2019-03-31,197.1
Queens,SFH,2019-04-30,200.5
Queens,SFH,2019-05-31,201.5
Queens,SFH,2019-06-30,196.9
Queens,SFH,2019-07-31,205.9
Queens,SFH,2019-08-31,206.0
Queens,SFH,2019-09-30,205.4
Queens,SFH,2019-10-31,204.4
Queens,SFH,2019-11-30,210.2
Queens,SFH,2019-12-31,207.8
Queens,SFH,2020-01-31,206.5
Queens,SFH,2020-02-29,211.8
Queens,SFH,2020-03-31,208.5
Queens,SFH,2020-04-30,221.8
Queens,SFH,2020-05-31,199.6
Queens,SFH,2020-06-30,221.9
Queens,SFH,2020-07-31,214.7
Queens,SFH,2020-08-31,215.8
Queens,SFH,2020-09-30,219.1
Queens,SFH,2020-10-31,225.6
Queens,SFH,2020-11-30,213.2
Queens,SFH,2020-12-31,224.1
Queens,SFH,2021-01-31,224.5
Queens,SFH,2021-02-28,215.0
Queens,SFH,2021-03-31,233.8
Queens,SFH,2021-04-30,219.1
Queens,SFH,2021-05-31,235.5
Queens,SFH,2021-06-30,219.9
Queens,SFH,2021-07-31,234.2
Queens,SFH,2021-08-31,233.5
Queens,SFH,2021-09-30,244.1
Queens,SFH,2021-10-31,237.0
Queens,SFH,2021-11-30,238.2
Queens,SFH,2021-12-31,238.8
Queens,SFH,2022-01-31,235.8
Queens,SFH,2022-02-28,232.4
Queens,SFH,2022-03-31,243.9
Queens,SFH,2022-04-30,246.7
Queens,SFH,2022-05-31,249.2
Queens,SFH,2022-06-30,244.3
Queens,SFH,2022-07-31,247.6
Queens,SFH,2022-08-31,249.2
Queens,SFH,2022-09-30,254.4
Queens,SFH,2022-10-31,250.9
Queens,SFH,2022-11-30,244.6
Queens,SFH,2022-12-31,240.0
Queens,SFH,2023-01-31,246.2
Queens,SFH,2023-02-28,251.0
Queens,SFH,2023-03-31,245.3
Queens,SFH,2023-04-30,247.5
Queens,SFH,2023-05-31,237.4
Queens,SFH,2023-06-30,254.2
Queens,SFH,2023-07-31,247.6
Queens,SFH,2023-08-31,254.6
Queens,SFH,2023-09-30,254.2
Queens,SFH,2023-10-31,229.2
Queens,SFH,2023-11-30,258.7
Queens,SFH,2023-12-31,255.5
Queens,SFH,2024-01-31,245.0
Queens,SFH,2024-02-29,256.9
Queens,SFH,2024-03-31,259.8
Queens,SFH,2024-04-30,248.7
Queens,SFH,2024-05-31,253.8
Queens,SFH,2024-06-30,257.7
Queens,SFH,2024-07-31,254.3
Queens,SFH,2024-08-31,262.9
Queens,SFH,2024-09-30,256.4
Queens,SFH,2024-10-31,263.5
Queens,SFH,2024-11-30,265.7
Queens,SFH,2024-12-31,267.0
Queens,SFH,2025-01-31,255.2
Queens,SFH,2025-02-28,274.2
Queens,SFH,2025-03-31,251.1
Queens,SFH,2025-04-30,282.7
Queens,SFH,2025-05-31,290.7
Queens,SFH,2025-06-30,273.3
Queens,SFH,2025-07-31,277.1
Queens,SFH,2025-08-31,295.1
Queens,SFH,2025-09-30,286.0
Queens,SFH,2025-10-31,286.0
Staten Island,Condo,2003-01-31,100.0
Staten Island,Condo,2003-02-28,97.6
Staten Island,Condo,2003-05-31,77.4
Staten Island,Condo,2003-06-30,84.2
Staten Island,Condo,2003-07-31,108.5
Staten Island,Condo,2003-08-31,119.5
Staten Island,Condo,2003-09-30,102.5
Staten Island,Condo,2003-10-31,71.3
Staten Island,Condo,2003-11-30,108.9
Staten Island,Condo,2003-12-31,103.6
Staten Island,Condo,2004-02-29,127.3
Staten Island,Condo,2004-03-31,105.1
Staten Island,Condo,2004-04-30,145.2
Staten Island,Condo,2004-05-31,87.5
Staten Island,Condo,2004-06-30,107.4
Staten Island,Condo,2004-07-31,122.7
Staten Island,Condo,2004-08-31,119.5
Staten Island,Condo,2004-09-30,233.8
Staten Island,Condo,2004-10-31,116.4
Staten Island,Condo,2004-11-30,109.1
Staten Island,Condo,2004-12-31,143.3
Staten Island,Condo,2005-01-31,121.7
Staten Island,Condo,2005-02-28,100.6
Staten Island,Condo,2005-03-31,126.9
Staten Island,Condo,2005-04-30,119.5
Staten Island,Condo,2005-05-31,129.6
Staten Island,Condo,2005-06-30,112.4
Staten Island,Condo,2005-07-31,128.3
Staten Island,Condo,2005-08-31,127.6
Staten Island,Condo,2005-09-30,136.1
Staten Island,Condo,2005-10-31,130.2
Staten Island,Condo,2005-11-30,129.3
Staten Island,Condo,2005-12-31,134.7
Staten Island,Condo,2006-01-31,126.9
Staten Island,Condo,2006-02-28,96.0
Staten Island,Condo,2006-03-31,113.8
Staten Island,Condo,2006-04-30,121.2
Staten Island,Condo,2006-05-31,177.4
Staten Island,Condo,2006-06-30,98.9
Staten Island,Condo,2006-07-31,134.4
Staten Island,Condo,2006-08-31,119.5
Staten Island,Condo,2006-09-30,139.7
Staten Island,Condo,2006-10-31,119.6
Staten Island,Condo,2006-11-30,120.9
Staten Island,Condo,2006-12-31,139.4
Staten Island,Condo,2007-01-31,118.1
Staten Island,Condo,2007-02-28,121.7
Staten Island,Condo,2007-03-31,102.8
Staten Island,Condo,2007-04-30,134.2
Staten Island,Condo,2007-05-31,131.9
Staten Island,Condo,2007-06-30,159.2
Staten Island,Condo,2007-07-31,106.3
Staten Island,Condo,2007-08-31,124.5
Staten Island,Condo,2007-09-30,145.4
Staten Island,Condo,2007-10-31,141.0
Staten Island,Condo,2007-11-30,131.6
Staten Island,Condo,2007-12-31,119.2
Staten Island,Condo,2008-01-31,145.8
Staten Island,Condo,2008-02-29,124.3
Staten Island,Condo,2008-03-31,126.2
Staten Island,Condo,2008-04-30,73.3
Staten Island,Condo,2008-05-31,125.4
Staten Island,Condo,2008-06-30,141.0
Staten Island,Condo,2008-07-31,123.2
Staten Island,Condo,2008-08-31,127.8
Staten Island,Condo,2008-09-30,84.5
Staten Island,Condo,2008-10-31,119.5
Staten Island,Condo,2008-11-30,125.4
Staten Island,Condo,2008-12-31,141.6
Staten Island,Condo,2009-01-31,119.5
Staten Island,Condo,2009-03-31,132.5
Staten Island,Condo,2009-04-30,97.1
Staten Island,Condo,2009-06-30,115.6
Staten Island,Condo,2009-08-31,94.5
Staten Island,Condo,2009-09-30,107.5
Staten Island,Condo,2009-10-31,124.6
Staten Island,Condo,2009-12-31,133.0
Staten Island,Condo,2010-01-31,135.3
Staten Island,Condo,2010-02-28,119.5
Staten Island,Condo,2010-03-31,115.9
Staten Island,Condo,2010-04-30,119.5
Staten Island,Condo,2010-05-31,114.3
Staten Island,Condo,2010-06-30,119.7
Staten Island,Condo,2010-07-31,119.5
Staten Island,Condo,2010-08-31,128.2
Staten Island,Condo,2010-09-30,88.9
Staten Island,Condo,2010-11-30,122.4
Staten Island,Condo,2010-12-31,119.5
Staten Island,Condo,2011-01-31,124.5
Staten Island,Condo,2011-02-28,110.1
Staten Island,Condo,2011-03-31,119.5
Staten Island,Condo,2011-04-30,119.5
Staten Island,Condo,2011-05-31,119.5
Staten Island,Condo,2011-06-30,113.8
Staten Island,Condo,2011-08-31,124.3
Staten Island,Condo,2011-09-30,107.3
Staten Island,Condo,2011-11-30,125.3
Staten Island,Condo,2012-01-31,119.5
Staten Island,Condo,2012-02-29,155.9
Staten Island,Condo,2012-03-31,83.3
Staten Island,Condo,2012-04-30,99.0
Staten Island,Condo,2012-05-31,83.0
Staten Island,Condo,2012-06-30,104.3
Staten Island,Condo,2012-07-31,102.1
Staten Island,Condo,2012-08-31,96.9
Staten Island,Condo,2012-09-30,134.3
Staten Island,Condo,2012-11-30,412.9
Staten Island,Condo,2012-12-31,108.8
Staten Island,Condo,2013-01-31,136.4
Staten Island,Condo,2013-02-28,128.7
Staten Island,Condo,2013-03-31,114.6
Staten Island,Condo,2013-04-30,107.4
Staten Island,Condo,2013-05-31,117.8
Staten Island,Condo,2013-06-30,129.2
Staten Island,Condo,2013-07-31,130.4
Staten Island,Condo,2013-08-31,118.9
Staten Island,Condo,2013-09-30,119.5
Staten Island,Condo,2013-10-31,106.4
Staten Island,Condo,2013-11-30,140.6
Staten Island,Condo,2013-12-31,99.9
Staten Island,Condo,2014-01-31,124.1
Staten Island,Condo,2014-02-28,32.7
Staten Island,Condo,2014-03-31,153.5
Staten Island,Condo,2014-04-30,119.5
Staten Island,Condo,2014-05-31,142.5
Staten Island,Condo,2014-06-30,119.5
Staten Island,Condo,2014-07-31,115.2
Staten Island,Condo,2014-08-31,125.3
Staten Island,Condo,2014-09-30,119.1
Staten Island,Condo,2014-10-31,121.8
Staten Island,Condo,2014-11-30,119.4
Staten Island,Condo,2014-12-31,128.2
Staten Island,Condo,2015-01-31,129.7
Staten Island,Condo,2015-02-28,104.4
Staten Island,Condo,2015-03-31,114.9
Staten Island,Condo,2015-04-30,106.7
Staten Island,Condo,2015-05-31,130.4
Staten Island,Condo,2015-06-30,120.7
Staten Island,Condo,2015-07-31,110.3
Staten Island,Condo,2015-08-31,133.4
Staten Island,Condo,2015-09-30,142.6
Staten Island,Condo,2015-10-31,113.2
Staten Island,Condo,2015-11-30,119.3
Staten Island,Condo,2015-12-31,117.1
Staten Island,Condo,2016-01-31,111.4
Staten Island,Condo,2016-02-29,118.6
Staten Island,Condo,2016-03-31,119.5
Staten Island,Condo,2016-04-30,131.6
Staten Island,Condo,2016-05-31,132.7
Staten Island,Condo,2016-06-30,153.1
Staten Island,Condo,2016-07-31,127.7
Staten Island,Condo,2016-08-31,116.4
Staten Island,Condo,2016-09-30,140.0
Staten Island,Condo,2016-10-31,108.4
Staten Island,Condo,2016-11-30,118.1
Staten Island,Condo,2016-12-31,119.5
Staten Island,Condo,2017-01-31,147.1
Staten Island,Condo,2017-02-28,142.4
Staten Island,Condo,2017-03-31,133.2
Staten Island,Condo,2017-04-30,166.8
Staten Island,Condo,2017-05-31,139.0
Staten Island,Condo,2017-06-30,140.6
