borough,house_class,period,home_price_index
Manhattan,Coop,2012-02-29,164.3
Manhattan,Coop,2012-03-31,156.8
Manhattan,Coop,2012-04-30,169.0
Manhattan,Coop,2012-05-31,166.7
Manhattan,Coop,2012-06-30,161.3
Manhattan,Coop,2012-07-31,161.3
Manhattan,Coop,2012-08-31,156.6
Manhattan,Coop,2012-09-30,162.0
Manhattan,Coop,2012-10-31,166.9
Manhattan,Coop,2012-11-30,169.5
Manhattan,Coop,2012-12-31,170.6
Manhattan,Coop,2013-01-31,174.3
Manhattan,Coop,2013-02-28,171.8
Manhattan,Coop,2013-03-31,168.7
Manhattan,Coop,2013-04-30,170.1
Manhattan,Coop,2013-05-31,181.7
Manhattan,Coop,2013-06-30,180.0
Manhattan,Coop,2013-07-31,181.7
Manhattan,Coop,2013-08-31,175.9
Manhattan,Coop,2013-09-30,192.2
Manhattan,Coop,2013-10-31,176.8
Manhattan,Coop,2013-11-30,188.2
Manhattan,Coop,2013-12-31,188.4
Manhattan,Coop,2014-01-31,178.6
Manhattan,Coop,2014-02-28,195.8
Manhattan,Coop,2014-03-31,188.9
Manhattan,Coop,2014-04-30,189.9
Manhattan,Coop,2014-05-31,195.4
Manhattan,Coop,2014-06-30,203.1
Manhattan,Coop,2014-07-31,195.0
Manhattan,Coop,2014-08-31,196.9
Manhattan,Coop,2014-09-30,198.0
Manhattan,Coop,2014-10-31,198.8
Manhattan,Coop,2014-11-30,195.1
Manhattan,Coop,2014-12-31,198.3
Manhattan,Coop,2015-01-31,209.0
Manhattan,Coop,2015-02-28,196.4
Manhattan,Coop,2015-03-31,203.7
Manhattan,Coop,2015-04-30,200.4
Manhattan,Coop,2015-05-31,210.6
Manhattan,Coop,2015-06-30,226.0
Manhattan,Coop,2015-07-31,218.2
Manhattan,Coop,2015-08-31,217.0
Manhattan,Coop,2015-09-30,206.7
Manhattan,Coop,2015-10-31,209.6
Manhattan,Coop,2015-11-30,203.7
Manhattan,Coop,2015-12-31,209.9
Manhattan,Coop,2016-01-31,208.6
Manhattan,Coop,2016-02-29,204.9
Manhattan,Coop,2016-03-31,203.7
Manhattan,Coop,2016-04-30,212.0
Manhattan,Coop,2016-05-31,220.3
Manhattan,Coop,2016-06-30,218.0
Manhattan,Coop,2016-07-31,214.4
Manhattan,Coop,2016-08-31,228.7
Manhattan,Coop,2016-09-30,227.6
Manhattan,Coop,2016-10-31,216.0
Manhattan,Coop,2016-11-30,221.9
Manhattan,Coop,2016-12-31,220.2
Manhattan,Coop,2017-01-31,226.9
Manhattan,Coop,2017-02-28,223.3
Manhattan,Coop,2017-03-31,228.6
Manhattan,Coop,2017-04-30,225.4
Manhattan,Coop,2017-05-31,225.8
Manhattan,Coop,2017-06-30,225.2
Manhattan,Coop,2017-07-31,232.1
Manhattan,Coop,2017-08-31,222.3
Manhattan,Coop,2017-09-30,224.2
Manhattan,Coop,2017-10-31,223.7
Manhattan,Coop,2017-11-30,219.7
Manhattan,Coop,2017-12-31,225.9
Manhattan,Coop,2018-01-31,222.3
Manhattan,Coop,2018-02-28,219.7
Manhattan,Coop,2018-03-31,232.6
Manhattan,Coop,2018-04-30,218.9
Manhattan,Coop,2018-05-31,221.5
Manhattan,Coop,2018-06-30,224.8
Manhattan,Coop,2018-07-31,228.4
Manhattan,Coop,2018-08-31,235.6
Manhattan,Coop,2018-09-30,219.1
Manhattan,Coop,2018-10-31,226.5
Manhattan,Coop,2018-11-30,232.5
Manhattan,Coop,2018-12-31,217.8
Manhattan,Coop,2019-01-31,219.0
Manhattan,Coop,2019-02-28,222.7
Manhattan,Coop,2019-03-31,228.4
Manhattan,Coop,2019-04-30,222.3
Manhattan,Coop,2019-05-31,230.6
Manhattan,Coop,2019-06-30,235.6
Manhattan,Coop,2019-07-31,222.1
Manhattan,Coop,2019-08-31,208.3
Manhattan,Coop,2019-09-30,224.7
Manhattan,Coop,2019-10-31,233.9
Manhattan,Coop,2019-11-30,225.7
Manhattan,Coop,2019-12-31,217.6
Manhattan,Coop,2020-01-31,215.5
Manhattan,Coop,2020-02-29,224.6
Manhattan,Coop,2020-03-31,233.3
Manhattan,Coop,2020-04-30,231.8
Manhattan,Coop,2020-05-31,216.3
Manhattan,Coop,2020-06-30,223.3
Manhattan,Coop,2020-07-31,212.3
Manhattan,Coop,2020-08-31,209.8
Manhattan,Coop,2020-09-30,216.6
Manhattan,Coop,2020-10-31,212.0
Manhattan,Coop,2020-11-30,237.7
Manhattan,Coop,2020-12-31,215.0
Manhattan,Coop,2021-01-31,212.5
Manhattan,Coop,2021-02-28,224.6
Manhattan,Coop,2021-03-31,209.0
Manhattan,Coop,2021-04-30,211.6
Manhattan,Coop,2021-05-31,233.5
Manhattan,Coop,2021-06-30,218.1
Manhattan,Coop,2021-07-31,225.5
Manhattan,Coop,2021-08-31,219.9
Manhattan,Coop,2021-09-30,221.2
Manhattan,Coop,2021-10-31,224.0
Manhattan,Coop,2021-11-30,225.6
Manhattan,Coop,2021-12-31,224.5
Manhattan,Coop,2022-01-31,228.8
Manhattan,Coop,2022-02-28,237.6
Manhattan,Coop,2022-03-31,227.4
Manhattan,Coop,2022-04-30,241.5
Manhattan,Coop,2022-05-31,236.1
Manhattan,Coop,2022-06-30,236.2
Manhattan,Coop,2022-07-31,227.6
Manhattan,Coop,2022-08-31,243.6
Manhattan,Coop,2022-09-30,230.1
Manhattan,Coop,2022-10-31,230.2
Manhattan,Coop,2022-11-30,235.5
Manhattan,Coop,2022-12-31,228.0
Manhattan,Coop,2023-01-31,229.2
Manhattan,Coop,2023-02-28,218.8
Manhattan,Coop,2023-03-31,228.1
Manhattan,Coop,2023-04-30,225.8
Manhattan,Coop,2023-05-31,222.6
Manhattan,Coop,2023-06-30,237.1
Manhattan,Coop,2023-07-31,233.1
Manhattan,Coop,2023-08-31,231.5
Manhattan,Coop,2023-09-30,238.5
Manhattan,Coop,2023-10-31,236.3
Manhattan,Coop,2023-11-30,234.3
Manhattan,Coop,2023-12-31,235.4
Manhattan,Coop,2024-01-31,232.3
Manhattan,Coop,2024-02-29,236.2
Manhattan,Coop,2024-03-31,230.0
Manhattan,Coop,2024-04-30,233.4
Manhattan,Coop,2024-05-31,226.7
Manhattan,Coop,2024-06-30,237.1
Manhattan,Coop,2024-07-31,235.2
Manhattan,Coop,2024-08-31,231.7
Manhattan,Coop,2024-09-30,235.1
Manhattan,Coop,2024-10-31,223.0
Manhattan,Coop,2024-11-30,237.1
Manhattan,Coop,2024-12-31,243.9
Manhattan,Coop,2025-01-31,226.4
Manhattan,Coop,2025-02-28,234.7
Manhattan,Coop,2025-03-31,234.1
Manhattan,Coop,2025-04-30,234.0
Manhattan,Coop,2025-05-31,232.3
Manhattan,Coop,2025-06-30,235.3
Manhattan,Coop,2025-07-31,253.7
Manhattan,Coop,2025-08-31,243.6
Manhattan,Coop,2025-09-30,249.8
Manhattan,Coop,2025-10-31,232.7
Manhattan,SFH,2003-01-31,100.0
Manhattan,SFH,2003-02-28,74.5
Manhattan,SFH,2003-03-31,51.6
Manhattan,SFH,2003-04-30,26.5
Manhattan,SFH,2003-05-31,26.5
Manhattan,SFH,2003-06-30,62.6
Manhattan,SFH,2003-07-31,41.3
Manhattan,SFH,2003-08-31,55.1
Manhattan,SFH,2003-09-30,38.6
Manhattan,SFH,2003-10-31,92.5
Manhattan,SFH,2003-11-30,26.5
Manhattan,SFH,2003-12-31,62.3
Manhattan,SFH,2004-01-31,42.4
Manhattan,SFH,2004-02-29,47.0
Manhattan,SFH,2004-03-31,68.4
Manhattan,SFH,2004-04-30,49.0
Manhattan,SFH,2004-05-31,40.2
Manhattan,SFH,2004-06-30,99.7
Manhattan,SFH,2004-07-31,58.7
Manhattan,SFH,2004-08-31,55.6
Manhattan,SFH,2004-09-30,71.5
Manhattan,SFH,2004-10-31,60.3
Manhattan,SFH,2004-11-30,72.1
Manhattan,SFH,2004-12-31,121.4
Manhattan,SFH,2005-01-31,69.4
Manhattan,SFH,2005-02-28,94.9
Manhattan,SFH,2005-03-31,53.7
Manhattan,SFH,2005-04-30,70.2
Manhattan,SFH,2005-05-31,48.7
Manhattan,SFH,2005-06-30,76.6
Manhattan,SFH,2005-07-31,65.1
Manhattan,SFH,2005-08-31,68.5
Manhattan,SFH,2005-09-30,45.1
Manhattan,SFH,2005-10-31,111.1
Manhattan,SFH,2005-11-30,47.9
Manhattan,SFH,2005-12-31,80.5
Manhattan,SFH,2006-01-31,73.3
Manhattan,SFH,2006-02-28,93.4
Manhattan,SFH,2006-03-31,122.1
Manhattan,SFH,2006-04-30,75.6
Manhattan,SFH,2006-05-31,74.0
Manhattan,SFH,2006-06-30,78.8
Manhattan,SFH,2006-07-31,107.7
Manhattan,SFH,2006-08-31,73.8
Manhattan,SFH,2006-09-30,168.5
Manhattan,SFH,2006-10-31,72.5
Manhattan,SFH,2006-11-30,73.5
Manhattan,SFH,2006-12-31,123.1
Manhattan,SFH,2007-01-31,82.9
Manhattan,SFH,2007-02-28,70.5
Manhattan,SFH,2007-03-31,76.5
Manhattan,SFH,2007-04-30,152.4
Manhattan,SFH,2007-05-31,91.4
Manhattan,SFH,2007-06-30,133.1
Manhattan,SFH,2007-07-31,93.9
Manhattan,SFH,2007-08-31,62.8
Manhattan,SFH,2007-09-30,70.0
Manhattan,SFH,2007-10-31,91.9
Manhattan,SFH,2007-11-30,26.5
Manhattan,SFH,2007-12-31,104.7
Manhattan,SFH,2008-01-31,65.7
Manhattan,SFH,2008-02-29,65.4
Manhattan,SFH,2008-03-31,95.4
Manhattan,SFH,2008-04-30,100.6
Manhattan,SFH,2008-05-31,98.8
Manhattan,SFH,2008-06-30,26.5
Manhattan,SFH,2008-07-31,100.2
Manhattan,SFH,2008-08-31,116.9
Manhattan,SFH,2008-09-30,75.1
Manhattan,SFH,2008-10-31,77.0
Manhattan,SFH,2008-11-30,43.1
Manhattan,SFH,2008-12-31,102.5
Manhattan,SFH,2009-01-31,115.6
Manhattan,SFH,2009-02-28,100.4
Manhattan,SFH,2009-03-31,71.5
Manhattan,SFH,2009-04-30,45.2
Manhattan,SFH,2009-05-31,91.5
Manhattan,SFH,2009-06-30,26.5
Manhattan,SFH,2009-07-31,81.1
Manhattan,SFH,2009-08-31,122.1
Manhattan,SFH,2009-09-30,68.2
Manhattan,SFH,2009-10-31,26.5
Manhattan,SFH,2009-11-30,66.1
Manhattan,SFH,2009-12-31,70.5
Manhattan,SFH,2010-01-31,80.5
Manhattan,SFH,2010-02-28,26.5
Manhattan,SFH,2010-03-31,26.5
Manhattan,SFH,2010-04-30,81.4
Manhattan,SFH,2010-05-31,89.0
Manhattan,SFH,2010-06-30,81.7
Manhattan,SFH,2010-07-31,93.7
Manhattan,SFH,2010-08-31,109.8
Manhattan,SFH,2010-09-30,82.9
Manhattan,SFH,2010-10-31,131.5
Manhattan,SFH,2010-11-30,63.1
Manhattan,SFH,2010-12-31,83.8
Manhattan,SFH,2011-01-31,43.9
Manhattan,SFH,2011-02-28,75.1
Manhattan,SFH,2011-03-31,60.9
Manhattan,SFH,2011-04-30,83.2
Manhattan,SFH,2011-05-31,69.0
Manhattan,SFH,2011-06-30,67.7
Manhattan,SFH,2011-07-31,26.5
Manhattan,SFH,2011-08-31,80.0
Manhattan,SFH,2011-09-30,75.7
Manhattan,SFH,2011-10-31,173.9
Manhattan,SFH,2011-11-30,82.9
Manhattan,SFH,2011-12-31,75.7
Manhattan,SFH,2012-01-31,68.2
Manhattan,SFH,2012-02-29,14.0
Manhattan,SFH,2012-03-31,53.1
Manhattan,SFH,2012-04-30,53.3
Manhattan,SFH,2012-05-31,145.3
Manhattan,SFH,2012-06-30,64.8
Manhattan,SFH,2012-07-31,101.3
Manhattan,SFH,2012-08-31,77.8
Manhattan,SFH,2012-09-30,26.5
Manhattan,SFH,2012-10-31,86.6
Manhattan,SFH,2012-11-30,68.5
Manhattan,SFH,2012-12-31,91.9
Manhattan,SFH,2013-01-31,107.2
Manhattan,SFH,2013-02-28,117.0
Manhattan,SFH,2013-03-31,93.8
Manhattan,SFH,2013-04-30,141.1
Manhattan,SFH,2013-05-31,87.8
Manhattan,SFH,2013-06-30,108.0
Manhattan,SFH,2013-07-31,100.6
Manhattan,SFH,2013-08-31,105.6
Manhattan,SFH,2013-09-30,96.6
Manhattan,SFH,2013-10-31,73.2
Manhattan,SFH,2013-11-30,79.4
Manhattan,SFH,2013-12-31,93.6
Manhattan,SFH,2014-01-31,83.3
Manhattan,SFH,2014-02-28,133.7
Manhattan,SFH,2014-03-31,89.1
Manhattan,SFH,2014-04-30,115.0
Manhattan,SFH,2014-05-31,80.0
Manhattan,SFH,2014-06-30,115.6
Manhattan,SFH,2014-07-31,127.0
Manhattan,SFH,2014-08-31,94.1
Manhattan,SFH,2014-09-30,112.2
Manhattan,SFH,2014-10-31,115.7
Manhattan,SFH,2014-11-30,27.6
Manhattan,SFH,2014-12-31,166.6
Manhattan,SFH,2015-01-31,130.0
Manhattan,SFH,2015-02-28,183.9
Manhattan,SFH,2015-03-31,136.5
Manhattan,SFH,2015-04-30,115.8
Manhattan,SFH,2015-05-31,110.6
Manhattan,SFH,2015-06-30,233.7
Manhattan,SFH,2015-07-31,162.3
Manhattan,SFH,2015-08-31,181.1
Manhattan,SFH,2015-09-30,26.5
Manhattan,SFH,2015-10-31,101.9
Manhattan,SFH,2015-11-30,155.3
Manhattan,SFH,2015-12-31,103.3
Manhattan,SFH,2016-01-31,67.3
Manhattan,SFH,2016-02-29,134.5
Manhattan,SFH,2016-03-31,168.8
Manhattan,SFH,2016-04-30,87.9
Manhattan,SFH,2016-05-31,107.4
Manhattan,SFH,2016-06-30,141.2
Manhattan,SFH,2016-07-31,152.2
Manhattan,SFH,2016-08-31,115.2
Manhattan,SFH,2016-09-30,93.7
Manhattan,SFH,2016-10-31,120.4
Manhattan,SFH,2016-11-30,107.0
Manhattan,SFH,2016-12-31,88.6
Manhattan,SFH,2017-01-31,143.6
Manhattan,SFH,2017-02-28,86.0
Manhattan,SFH,2017-03-31,189.7
Manhattan,SFH,2017-04-30,26.5
Manhattan,SFH,2017-05-31,123.0
Manhattan,SFH,2017-06-30,137.6
Manhattan,SFH,2017-07-31,97.2
Manhattan,SFH,2017-08-31,111.9
Manhattan,SFH,2017-09-30,150.4
Manhattan,SFH,2017-10-31,145.5
Manhattan,SFH,2017-11-30,103.7
Manhattan,SFH,2017-12-31,138.2
Manhattan,SFH,2018-01-31,168.1
Manhattan,SFH,2018-02-28,135.3
Manhattan,SFH,2018-03-31,156.8
Manhattan,SFH,2018-04-30,147.3
Manhattan,SFH,2018-05-31,54.2
Manhattan,SFH,2018-06-30,187.1
Manhattan,SFH,2018-07-31,147.8
Manhattan,SFH,2018-08-31,373.5
Manhattan,SFH,2018-09-30,91.2
Manhattan,SFH,2018-10-31,173.3
Manhattan,SFH,2018-11-30,161.2
Manhattan,SFH,2018-12-31,147.5
Manhattan,SFH,2019-01-31,115.3
Manhattan,SFH,2019-02-28,140.6
Manhattan,SFH,2019-03-31,128.6
Manhattan,SFH,2019-04-30,115.0
Manhattan,SFH,2019-05-31,143.1
Manhattan,SFH,2019-06-30,124.5
Manhattan,SFH,2019-07-31,26.5
Manhattan,SFH,2019-08-31,165.3
Manhattan,SFH,2019-09-30,90.9
Manhattan,SFH,2019-10-31,164.7
Manhattan,SFH,2019-11-30,98.0
Manhattan,SFH,2019-12-31,100.9
Manhattan,SFH,2020-01-31,109.9
Manhattan,SFH,2020-02-29,35.5
Manhattan,SFH,2020-03-31,127.5
Manhattan,SFH,2020-04-30,101.9
Manhattan,SFH,2020-05-31,127.6
Manhattan,SFH,2020-06-30,98.5
Manhattan,SFH,2020-07-31,26.5
Manhattan,SFH,2020-08-31,138.9
Manhattan,SFH,2020-09-30,131.4
Manhattan,SFH,2020-10-31,124.7
Manhattan,SFH,2020-11-30,110.0
Manhattan,SFH,2020-12-31,121.6
Manhattan,SFH,2021-01-31,234.6
Manhattan,SFH,2021-02-28,125.7
Manhattan,SFH,2021-03-31,348.3
Manhattan,SFH,2021-04-30,102.3
Manhattan,SFH,2021-05-31,91.2
Manhattan,SFH,2021-06-30,112.8
Manhattan,SFH,2021-07-31,164.6
Manhattan,SFH,2021-08-31,110.8
Manhattan,SFH,2021-09-30,153.4
Manhattan,SFH,2021-10-31,114.4
Manhattan,SFH,2021-11-30,154.5
Manhattan,SFH,2021-12-31,153.2
Manhattan,SFH,2022-01-31,135.8
Manhattan,SFH,2022-02-28,139.3
Manhattan,SFH,2022-03-31,144.8
Manhattan,SFH,2022-04-30,37.9
Manhattan,SFH,2022-05-31,177.7
Manhattan,SFH,2022-06-30,122.3
Manhattan,SFH,2022-07-31,131.2
Manhattan,SFH,2022-08-31,116.1
Manhattan,SFH,2022-09-30,132.5
Manhattan,SFH,2022-10-31,119.3
Manhattan,SFH,2022-11-30,135.4
Manhattan,SFH,2022-12-31,109.4
Manhattan,SFH,2023-01-31,111.1
Manhattan,SFH,2023-02-28,191.4
Manhattan,SFH,2023-03-31,26.5
Manhattan,SFH,2023-04-30,58.5
Manhattan,SFH,2023-05-31,112.5
Manhattan,SFH,2023-06-30,126.0
Manhattan,SFH,2023-07-31,152.6
Manhattan,SFH,2023-08-31,211.7
Manhattan,SFH,2023-09-30,135.0
Manhattan,SFH,2023-10-31,72.7
Manhattan,SFH,2023-11-30,170.5
Manhattan,SFH,2023-12-31,141.7
Manhattan,SFH,2024-01-31,120.7
Manhattan,SFH,2024-03-31,120.7
Manhattan,SFH,2024-04-30,98.0
Manhattan,SFH,2024-05-31,206.0
Manhattan,SFH,2024-06-30,113.2
Manhattan,SFH,2024-07-31,195.1
Manhattan,SFH,2024-08-31,92.9
Manhattan,SFH,2024-09-30,146.7
Manhattan,SFH,2024-10-31,123.8
Manhattan,SFH,2024-11-30,91.7
Manhattan,SFH,2024-12-31,134.5
Manhattan,SFH,2025-01-31,83.4
Manhattan,SFH,2025-02-28,194.5
Manhattan,SFH,2025-03-31,118.1
Manhattan,SFH,2025-04-30,155.3
Manhattan,SFH,2025-05-31,137.9
Manhattan,SFH,2025-06-30,165.7
Manhattan,SFH,2025-07-31,156.6
Manhattan,SFH,2025-08-31,133.0
Manhattan,SFH,2025-09-30,26.5
Manhattan,SFH,2025-10-31,97.0
Queens,Condo,2003-01-31,100.0
Queens,Condo,2003-02-28,162.4
Queens,Condo,2003-03-31,102.2
Queens,Condo,2003-04-30,97.7
Queens,Condo,2003-05-31,101.1
Queens,Condo,2003-06-30,108.9
Queens,Condo,2003-07-31,106.6
Queens,Condo,2003-08-31,96.1
Queens,Condo,2003-09-30,103.1
Queens,Condo,2003-10-31,105.6
Queens,Condo,2003-11-30,107.2
Queens,Condo,2003-12-31,103.3
Queens,Condo,2004-01-31,109.0
Queens,Condo,2004-02-29,111.1
Queens,Condo,2004-03-31,113.4
Queens,Condo,2004-04-30,115.3
Queens,Condo,2004-05-31,113.3
Queens,Condo,2004-06-30,116.0
Queens,Condo,2004-07-31,111.2
Queens,Condo,2004-08-31,114.0
Queens,Condo,2004-09-30,116.7
Queens,Condo,2004-10-31,122.0
Queens,Condo,2004-11-30,119.4
Queens,Condo,2004-12-31,121.6
Queens,Condo,2005-01-31,126.2
Queens,Condo,2005-02-28,125.5
Queens,Condo,2005-03-31,123.7
Queens,Condo,2005-04-30,121.8
Queens,Condo,2005-05-31,129.1
Queens,Condo,2005-06-30,131.8
Queens,Condo,2005-07-31,137.5
Queens,Condo,2005-08-31,138.7
Queens,Condo,2005-09-30,130.2
Queens,Condo,2005-10-31,131.9
Queens,Condo,2005-11-30,137.0
Queens,Condo,2005-12-31,132.6
Queens,Condo,2006-01-31,142.5
Queens,Condo,2006-02-28,147.0
Queens,Condo,2006-03-31,138.8
Queens,Condo,2006-04-30,140.0
Queens,Condo,2006-05-31,139.9
Queens,Condo,2006-06-30,143.2
Queens,Condo,2006-07-31,145.3
Queens,Condo,2006-08-31,148.0
Queens,Condo,2006-09-30,152.6
Queens,Condo,2006-10-31,138.8
Queens,Condo,2006-11-30,150.2
Queens,Condo,2006-12-31,132.3
Queens,Condo,2007-01-31,133.0
Queens,Condo,2007-02-28,143.7
Queens,Condo,2007-03-31,136.8
Queens,Condo,2007-04-30,142.9
Queens,Condo,2007-05-31,147.3
Queens,Condo,2007-06-30,149.4
Queens,Condo,2007-07-31,147.9
Queens,Condo,2007-08-31,143.5
Queens,Condo,2007-09-30,152.5
Queens,Condo,2007-10-31,147.1
Queens,Condo,2007-11-30,145.0
Queens,Condo,2007-12-31,141.0
Queens,Condo,2008-01-31,143.1
Queens,Condo,2008-02-29,130.3
Queens,Condo,2008-03-31,146.9
Queens,Condo,2008-04-30,143.8
Queens,Condo,2008-05-31,148.0
Queens,Condo,2008-06-30,142.8
Queens,Condo,2008-07-31,141.8
Queens,Condo,2008-08-31,146.0
Queens,Condo,2008-09-30,148.1
Queens,Condo,2008-10-31,147.6
Queens,Condo,2008-11-30,138.2
Queens,Condo,2008-12-31,133.8
Queens,Condo,2009-01-31,132.0
Queens,Condo,2009-02-28,133.3
Queens,Condo,2009-03-31,127.4
Queens,Condo,2009-04-30,138.4
Queens,Condo,2009-05-31,135.8
Queens,Condo,2009-06-30,128.8
Queens,Condo,2009-07-31,126.4
Queens,Condo,2009-08-31,127.7
Queens,Condo,2009-09-30,135.5
Queens,Condo,2009-10-31,124.3
Queens,Condo,2009-11-30,135.7
Queens,Condo,2009-12-31,132.3
Queens,Condo,2010-01-31,139.1
Queens,Condo,2010-02-28,122.5
Queens,Condo,2010-03-31,129.8
Queens,Condo,2010-04-30,124.5
Queens,Condo,2010-05-31,123.6
Queens,Condo,2010-06-30,132.3
Queens,Condo,2010-07-31,127.2
Queens,Condo,2010-08-31,132.3
Queens,Condo,2010-09-30,126.6
Queens,Condo,2010-10-31,129.7
Queens,Condo,2010-11-30,128.7
Queens,Condo,2010-12-31,126.4
Queens,Condo,2011-01-31,130.8
Queens,Condo,2011-02-28,129.3
Queens,Condo,2011-03-31,128.0
Queens,Condo,2011-04-30,130.3
Queens,Condo,2011-05-31,128.8
Queens,Condo,2011-06-30,125.7
Queens,Condo,2011-07-31,131.3
Queens,Condo,2011-08-31,123.0
Queens,Condo,2011-09-30,132.8
Queens,Condo,2011-10-31,127.3
Queens,Condo,2011-11-30,124.7
Queens,Condo,2011-12-31,134.3
Queens,Condo,2012-01-31,129.4
Queens,Condo,2012-02-29,133.9
Queens,Condo,2012-03-31,128.3
Queens,Condo,2012-04-30,132.3
Queens,Condo,2012-05-31,128.1
Queens,Condo,2012-06-30,137.0
Queens,Condo,2012-07-31,134.0
Queens,Condo,2012-08-31,132.1
Queens,Condo,2012-09-30,147.2
Queens,Condo,2012-10-31,135.3
Queens,Condo,2012-11-30,132.2
Queens,Condo,2012-12-31,132.7
Queens,Condo,2013-01-31,139.8
Queens,Condo,2013-02-28,136.1
Queens,Condo,2013-03-31,141.3
Queens,Condo,2013-04-30,139.3
Queens,Condo,2013-05-31,141.8
Queens,Condo,2013-06-30,142.1
Queens,Condo,2013-07-31,144.0
Queens,Condo,2013-08-31,143.7
Queens,Condo,2013-09-30,143.6
Queens,Condo,2013-10-31,153.2
Queens,Condo,2013-11-30,149.0
Queens,Condo,2013-12-31,145.2
Queens,Condo,2014-01-31,148.2
Queens,Condo,2014-02-28,151.8
Queens,Condo,2014-03-31,150.4
Queens,Condo,2014-04-30,159.2
Queens,Condo,2014-05-31,156.3
Queens,Condo,2014-06-30,155.2
Queens,Condo,2014-07-31,163.5
Queens,Condo,2014-08-31,154.9
Queens,Condo,2014-09-30,155.8
Queens,Condo,2014-10-31,160.6
Queens,Condo,2014-11-30,158.6
Queens,Condo,2014-12-31,162.0
Queens,Condo,2015-01-31,165.2
Queens,Condo,2015-02-28,163.3
Queens,Condo,2015-03-31,168.6
Queens,Condo,2015-04-30,171.4
Queens,Condo,2015-05-31,165.4
Queens,Condo,2015-06-30,177.4
Queens,Condo,2015-07-31,177.0
Queens,Condo,2015-08-31,169.9
Queens,Condo,2015-09-30,175.1
Queens,Condo,2015-10-31,175.2
Queens,Condo,2015-11-30,175.1
Queens,Condo,2015-12-31,175.8
Queens,Condo,2016-01-31,181.1
Queens,Condo,2016-02-29,182.9
Queens,Condo,2016-03-31,180.9
Queens,Condo,2016-04-30,184.7
Queens,Condo,2016-05-31,179.9
Queens,Condo,2016-06-30,186.1
Queens,Condo,2016-07-31,189.1
Queens,Condo,2016-08-31,190.0
Queens,Condo,2016-09-30,187.8
Queens,Condo,2016-10-31,180.6
Queens,Condo,2016-11-30,191.2
Queens,Condo,2016-12-31,192.5
Queens,Condo,2017-01-31,189.3
Queens,Condo,2017-02-28,199.9
Queens,Condo,2017-03-31,190.0
Queens,Condo,2017-04-30,202.4
Queens,Condo,2017-05-31,191.5
Queens,Condo,2017-06-30,195.7
Queens,Condo,2017-07-31,198.7
Queens,Condo,2017-08-31,201.3
Queens,Condo,2017-09-30,203.5
Queens,Condo,2017-10-31,201.4
Queens,Condo,2017-11-30,199.0
Queens,Condo,2017-12-31,203.6
Queens,Condo,2018-01-31,198.9
Queens,Condo,2018-02-28,203.3
Queens,Condo,2018-03-31,199.0
Queens,Condo,2018-04-30,209.2
Queens,Condo,2018-05-31,207.0
Queens,Condo,2018-06-30,204.0
Queens,Condo,2018-07-31,208.5
Queens,Condo,2018-08-31,201.7
Queens,Condo,2018-09-30,200.5
Queens,Condo,2018-10-31,204.7
Queens,Condo,2018-11-30,215.3
Queens,Condo,2018-12-31,205.6
Queens,Condo,2019-01-31,207.2
Queens,Condo,2019-02-28,190.2
Queens,Condo,2019-03-31,188.4
Queens,Condo,2019-04-30,195.4
Queens,Condo,2019-05-31,202.2
Queens,Condo,2019-06-30,204.5
Queens,Condo,2019-07-31,211.2
Queens,Condo,2019-08-31,210.7
Queens,Condo,2019-09-30,207.7
Queens,Condo,2019-10-31,204.9
Queens,Condo,2019-11-30,199.4
Queens,Condo,2019-12-31,199.1
Queens,Condo,2020-01-31,201.8
Queens,Condo,2020-02-29,210.8
Queens,Condo,2020-03-31,208.2
Queens,Condo,2020-04-30,201.7
Queens,Condo,2020-05-31,201.8
Queens,Condo,2020-06-30,208.6
Queens,Condo,2020-07-31,195.6
Queens,Condo,2020-08-31,211.0
Queens,Condo,2020-09-30,211.6
Queens,Condo,2020-10-31,196.2
Queens,Condo,2020-11-30,208.2
Queens,Condo,2020-12-31,197.1
Queens,Condo,2021-01-31,191.0
Queens,Condo,2021-02-28,199.8
Queens,Condo,2021-03-31,195.4
Queens,Condo,2021-04-30,205.9
Queens,Condo,2021-05-31,196.6
Queens,Condo,2021-06-30,204.9
Queens,Condo,2021-07-31,201.8
Queens,Condo,2021-08-31,206.0
Queens,Condo,2021-09-30,205.6
Queens,Condo,2021-10-31,202.2
Queens,Condo,2021-11-30,210.5
Queens,Condo,2021-12-31,201.8
Queens,Condo,2022-01-31,207.0
Queens,Condo,2022-02-28,206.6
Queens,Condo,2022-03-31,200.2
Queens,Condo,2022-04-30,217.6
Queens,Condo,2022-05-31,207.0
Queens,Condo,2022-06-30,215.5
Queens,Condo,2022-07-31,216.6
Queens,Condo,2022-08-31,214.7
Queens,Condo,2022-09-30,212.3
Queens,Condo,2022-10-31,214.1
Queens,Condo,2022-11-30,217.9
Queens,Condo,2022-12-31,219.3
Queens,Condo,2023-01-31,195.9
Queens,Condo,2023-02-28,209.3
Queens,Condo,2023-03-31,199.9
Queens,Condo,2023-04-30,220.6
Queens,Condo,2023-05-31,213.2
Queens,Condo,2023-06-30,213.5
Queens,Condo,2023-07-31,213.9
Queens,Condo,2023-08-31,209.4
Queens,Condo,2023-09-30,204.6
Queens,Condo,2023-10-31,203.0
Queens,Condo,2023-11-30,221.6
