address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"474 GREENWICH STREET, 2N                 ",            ,595,0.0,41,Soho,2010-02-10,1800000,1900.0
"131 THOMPSON STREET, 7F                  ",            ,517,0.0,1004,Soho,2010-03-25,690000,1950.0
"274 WATER STREET, 1F                     ",            ,106,0.0,3,Southbridge,2010-02-09,892346,1920.0
"274 WATER STREET, 3R                     ",            ,106,0.0,3,Southbridge,2010-02-19,1112631,1920.0
"160 CHAMBERS STREET, UNIT                ",            ,137,0.0,25,Tribeca,2010-03-25,1801474,1915.0
"463 GREENWICH STREET, 6FL                ",            ,225,0.0,1002,Tribeca,2010-02-19,2800000,0.0
"465 GREENWICH STREET, 18-4               ",            ,225,0.0,1002,Tribeca,2010-03-02,1800000,0.0
"37 EAST 67TH STREET, 4A                  ",            ,1382,0.0,27,Upper East Side (59-79),2010-02-12,638000,1910.0
"59 EAST 75TH STREET, 1A                  ",            ,1390,0.0,33,Upper East Side (59-79),2010-03-22,375000,1910.0
"319 EAST 73RD STREET, 4B                 ",            ,1448,0.0,13,Upper East Side (59-79),2010-04-13,235000,1910.0
"334 EAST 77TH STREET, 8                  ",            ,1451,0.0,38,Upper East Side (59-79),2010-03-04,280000,1910.0
"334 EAST 77TH STREET, 9                  ",            ,1451,0.0,38,Upper East Side (59-79),2010-05-26,275000,1910.0
"408 EAST 73RD STREET, 2D                 ",            ,1467,0.0,42,Upper East Side (59-79),2010-04-08,300000,1910.0
"424 EAST 77TH STREET, 2D                 ",            ,1471,0.0,36,Upper East Side (59-79),2010-04-09,255000,1910.0
"527 EAST 72ND STREET, 4D                 ",            ,1484,0.0,19,Upper East Side (59-79),2010-01-28,284500,1910.0
"535 EAST 72ND   STREET, 3A/B             ",            ,1484,0.0,23,Upper East Side (59-79),2010-05-25,940000,1910.0
"517 EAST 77TH STREET, 3H                 ",            ,1489,0.0,8,Upper East Side (59-79),2010-01-15,340000,1900.0
"517 EAST 77TH STREET, 3M                 ",            ,1489,0.0,8,Upper East Side (59-79),2010-02-12,226000,1900.0
"509 EAST 77TH STREET, 5G                 ",            ,1489,0.0,8,Upper East Side (59-79),2010-04-27,299000,1900.0
"516 EAST 78TH STREET, 2CD                ",            ,1489,0.0,37,Upper East Side (59-79),2010-05-27,702000,1910.0
"45 EAST 66TH   STREET, 7W                ",            ,1381,0.0,1104,Upper East Side (59-79),2010-04-26,3693000,1941.0
"20 EAST 68TH STREET, RES                 ",            ,1382,0.0,1003,Upper East Side (59-79),2010-01-25,871732,1955.0
"20 EAST 68TH STREET, 15A                 ",            ,1382,0.0,1003,Upper East Side (59-79),2010-05-06,1500000,1955.0
"33 EAST 70TH STREET, 6D                  ",            ,1385,0.0,1102,Upper East Side (59-79),2010-02-11,6150000,0.0
"166 EAST 61ST STREET, 5F                 ",            ,1395,0.0,1002,Upper East Side (59-79),2010-02-01,995000,1963.0
"166 EAST 61ST STREET, 19F                ",            ,1395,0.0,1002,Upper East Side (59-79),2010-05-03,937500,1963.0
"1010 3 AVENUE, A-RES                     ",            ,1395,0.0,1002,Upper East Side (59-79),2010-01-11,380000,1963.0
"130 EAST 63RD   STREET, 3F               ",            ,1397,0.0,1402,Upper East Side (59-79),2010-02-09,546900,1960.0
"139 EAST 63 STREET, 12B                  ",            ,1398,0.0,1303,Upper East Side (59-79),2010-01-21,1125000,1961.0
"139 EAST 63RD STREET, 5C                 ",            ,1398,0.0,1303,Upper East Side (59-79),2010-02-25,680000,1961.0
"139 EAST 63RD STREET, 1214A              ",            ,1398,0.0,1303,Upper East Side (59-79),2010-05-03,2840000,1961.0
"1160 THIRD AVENUE, 10-C                  ",            ,1402,0.0,1002,Upper East Side (59-79),2010-01-11,314000,1965.0
"1160 3RD AVE, 6B                         ",            ,1402,0.0,1002,Upper East Side (59-79),2010-02-26,335000,1965.0
"1036 LEXINGTON AVENUE, 8C                ",            ,1409,0.0,1203,Upper East Side (59-79),2010-01-27,798848,1924.0
"135 EAST 74TH STREET, 9C                 ",            ,1409,0.0,1203,Upper East Side (59-79),2010-04-19,700000,1924.0
"1036 LEXINGTON AVENUE, 9A                ",            ,1409,0.0,1203,Upper East Side (59-79),2010-04-30,2575000,1924.0
"1068 LEXINGTON AVENUE, 5E                ",            ,1410,0.0,1010,Upper East Side (59-79),2010-02-23,685000,1961.0
"136 EAST 76TH STREET, 12F                ",            ,1410,0.0,1010,Upper East Side (59-79),2010-03-16,1250000,1961.0
"233 EAST 69TH STREET, 6J                 ",            ,1424,0.0,1003,Upper East Side (59-79),2010-02-25,550000,1957.0
"233 EAST 69TH STREET, 8B                 ",            ,1424,0.0,1003,Upper East Side (59-79),2010-04-05,750000,1957.0
"233 EAST 69TH   STREET, 14-I             ",            ,1424,0.0,1003,Upper East Side (59-79),2010-04-12,650000,1957.0
"233 EAST 69TH STREET, 12N                ",            ,1424,0.0,1003,Upper East Side (59-79),2010-05-11,800000,1957.0
"233 EAST 69TH   STREET, RES              ",            ,1424,0.0,1003,Upper East Side (59-79),2010-04-28,790000,1957.0
"233 EAST 70TH STREET, 3S                 ",            ,1425,0.0,1002,Upper East Side (59-79),2010-03-29,575000,1957.0
"240 EAST 76TH STREET, 9K                 ",            ,1430,0.0,1004,Upper East Side (59-79),2010-02-22,862500,1957.0
"240 EAST 76TH STREET, 8P                 ",            ,1430,0.0,1004,Upper East Side (59-79),2010-03-16,399000,1957.0
"240 EAST 76TH STREET, 6D                 ",            ,1430,0.0,1004,Upper East Side (59-79),2010-04-28,575000,1957.0
"205 EAST 78TH STREET, 20C                ",            ,1433,0.0,1002,Upper East Side (59-79),2010-02-10,860000,1931.0
"205 EAST 78TH STREET, 5J                 ",            ,1433,0.0,1002,Upper East Side (59-79),2010-02-11,750000,1931.0
"205 EAST 78TH STREET, 5-F                ",            ,1433,0.0,1002,Upper East Side (59-79),2010-05-10,525000,1931.0
"301 EAST 69TH STREET, 3F                 ",            ,1444,0.0,1003,Upper East Side (59-79),2010-04-06,620000,1963.0
"301 EAST 69TH   STREET, 6H               ",            ,1444,0.0,1003,Upper East Side (59-79),2010-04-26,360000,1963.0
"301 EAST 69TH STREET, 1                  ",            ,1444,0.0,1003,Upper East Side (59-79),2010-05-21,1200000,1963.0
"300 EAST 71ST STREET, 15N                ",            ,1445,0.0,1002,Upper East Side (59-79),2010-01-19,675000,1960.0
"300 EAST 71ST STREET, 11P                ",            ,1445,0.0,1002,Upper East Side (59-79),2010-01-19,410000,1960.0
"300 EAST 71ST STREET, 10G                ",            ,1445,0.0,1002,Upper East Side (59-79),2010-01-28,909000,1960.0
"300 E 71ST STREET, M3                    ",            ,1445,0.0,1002,Upper East Side (59-79),2010-04-21,600000,1960.0
"300 EAST 71ST   STREET, 14N              ",            ,1445,0.0,1002,Upper East Side (59-79),2010-05-19,710000,1960.0
"305 EAST 72ND   STREET, 9H               ",            ,1447,0.0,1002,Upper East Side (59-79),2010-03-31,505000,1961.0
"305 EAST 72ND   STREET, 8I               ",            ,1447,0.0,1002,Upper East Side (59-79),2010-04-14,322500,1961.0
"340 EAST 74TH   STREET, 9F               ",            ,1448,0.0,1002,Upper East Side (59-79),2010-01-06,690000,1957.0
"340 EAST 74TH   STREET, 4J               ",            ,1448,0.0,1002,Upper East Side (59-79),2010-03-09,460000,1957.0
"343 EAST 74TH   STREET, 10A              ",            ,1449,0.0,1302,Upper East Side (59-79),2010-01-19,430000,1986.0
"343 EAST 74TH   STREET, 6F               ",            ,1449,0.0,1302,Upper East Side (59-79),2010-04-23,465000,1986.0
"343 EAST 74TH   STREET, PH-1D            ",            ,1449,0.0,1302,Upper East Side (59-79),2010-05-06,800000,1986.0
"343 EAST 74TH   STREET, 9A               ",            ,1449,0.0,1302,Upper East Side (59-79),2010-05-17,485000,1986.0
"343 EAST 74TH   STREET, 8H               ",            ,1449,0.0,1302,Upper East Side (59-79),2010-05-18,615000,1986.0
"343 EAST 74TH   STREET, 8F               ",            ,1449,0.0,1302,Upper East Side (59-79),2010-05-12,425000,1986.0
"333 EAST 75TH STREET, 3F                 ",            ,1450,0.0,1002,Upper East Side (59-79),2010-01-14,455000,1961.0
"1175 YORK AVENUE, 3C                     ",            ,1458,0.0,1103,Upper East Side (59-79),2010-02-08,390000,1958.0
"1175 YORK AVE, 7H                        ",            ,1458,0.0,1103,Upper East Side (59-79),2010-03-19,933121,1958.0
"420 EAST 64 STREET, W12D                 ",            ,1458,0.0,1202,Upper East Side (59-79),2010-02-09,697095,0.0
"425 EAST 63RD   STREET, E5J              ",            ,1458,0.0,1202,Upper East Side (59-79),2010-03-23,519000,0.0
"425 EAST 63RD STREET, W6B                ",            ,1458,0.0,1202,Upper East Side (59-79),2010-03-26,390000,0.0
"425 EAST 63RD STREET, E8J                ",            ,1458,0.0,1202,Upper East Side (59-79),2010-04-15,520000,0.0
"425 EAST 63RD   STREET, E 12G            ",            ,1458,0.0,1202,Upper East Side (59-79),2010-05-14,1203320,0.0
"425 EAST 63RD   STREET, E2J              ",            ,1458,0.0,1202,Upper East Side (59-79),2010-05-19,520000,0.0
"425 EAST 63 STREET, W12CD                ",            ,1458,0.0,1202,Upper East Side (59-79),2010-05-18,1600000,0.0
"425 EAST 63RD STREET, E8A                ",            ,1458,0.0,1202,Upper East Side (59-79),2010-05-26,502000,0.0
"401 EAST 74TH   STREET, 12-J             ",            ,1469,0.0,1003,Upper East Side (59-79),2010-02-10,700000,1962.0
"401 EAST 74TH STREET, 12KL               ",            ,1469,0.0,1003,Upper East Side (59-79),2010-03-11,1250000,1962.0
"401 E 74 STREET, 7M                      ",            ,1469,0.0,1003,Upper East Side (59-79),2010-05-27,661000,1962.0
"48 EAST 83RD STREET, 3                   ",            ,1494,0.0,148,Upper East Side (79-96),2010-01-20,670000,1920.0
"148 EAST 83 STREET, 2W                   ",            ,1511,0.0,49,Upper East Side (79-96),2010-05-06,700000,1910.0
"128 EAST 83RD STREET, 3A                 ",            ,1511,0.0,59,Upper East Side (79-96),2010-01-13,284500,1928.0
"162 EAST 91 STREET, 1-A                  ",            ,1519,0.0,45,Upper East Side (79-96),2010-03-04,291500,1980.0
"220 EAST 82 STREET, 2RE                  ",            ,1527,0.0,39,Upper East Side (79-96),2010-02-11,310000,1910.0
"246 EAST 90TH STREET, 2A                 ",            ,1535,0.0,29,Upper East Side (79-96),2010-02-23,285000,1925.0
"204 EAST 90TH STREET, 4E                 ",            ,1535,0.0,42,Upper East Side (79-96),2010-02-10,315000,1920.0
"204 EAST 90TH STREET, 4W                 ",            ,1535,0.0,42,Upper East Side (79-96),2010-05-24,295000,1920.0
"226 EAST 95TH STREET, 104                ",            ,1540,0.0,34,Upper East Side (79-96),2010-05-05,505000,1920.0
"330 EAST 90TH STREET, 1D                 ",            ,1552,0.0,34,Upper East Side (79-96),2010-01-06,150000,1930.0
"415 EAST 82ND STREET, 4C                 ",            ,1562,0.0,10,Upper East Side (79-96),2010-04-21,270000,1910.0
"403 EAST 90TH STREET, 1E                 ",            ,1570,0.0,5,Upper East Side (79-96),2010-02-11,387000,1920.0
"512 EAST 82ND STREET, 3C                 ",            ,1578,0.0,44,Upper East Side (79-96),2010-01-28,310000,1920.0
"511 EAST 82ND STREET, 4RW                ",            ,1579,0.0,8,Upper East Side (79-96),2010-05-04,504000,1905.0
"505 EAST 83RD STREET, 5C                 ",            ,1580,0.0,6,Upper East Side (79-96),2010-03-18,300000,1910.0
"517 EAST 87TH STREET, 4E                 ",            ,1584,0.0,12,Upper East Side (79-96),2010-04-09,535000,1925.0
"509 EAST 88TH STREET, 5A                 ",            ,1585,0.0,7,Upper East Side (79-96),2010-04-22,235000,1910.0
"25 EAST 83RD STREET, 10E                 ",            ,1495,0.0,1002,Upper East Side (79-96),2010-02-22,1425000,1938.0
"25 EAST 83RD, 12B                        ",            ,1495,0.0,1002,Upper East Side (79-96),2010-04-22,870000,1938.0
"45 EAST 89TH STREET, 35C                 ",            ,1501,0.0,1005,Upper East Side (79-96),2010-02-10,1800000,1969.0
"45 EAST 89TH STREET, 32D                 ",            ,1501,0.0,1005,Upper East Side (79-96),2010-03-11,1325000,1969.0
"45 EAST 89TH STREET, 25G                 ",            ,1501,0.0,1005,Upper East Side (79-96),2010-03-30,1610000,1969.0
"45 EAST 89TH STREET, 38GG                ",            ,1501,0.0,1005,Upper East Side (79-96),2010-05-03,1750000,1969.0
"45 EAST 89TH STREET, 8E                  ",            ,1501,0.0,1005,Upper East Side (79-96),2010-05-10,2200000,1969.0
"129 EAST 82ND   STREET, 1C               ",            ,1511,0.0,1002,Upper East Side (79-96),2010-01-07,1275000,1916.0
"47 WEST 76TH STREET, 6                   ",            ,1129,0.0,106,Upper West Side (59-79),2010-04-07,807207,1920.0
"134 WEST 71ST STREET, 4                  ",            ,1142,0.0,46,Upper West Side (59-79),2010-03-08,460000,1910.0
"132 WEST 71ST STREET, 1                  ",            ,1142,0.0,145,Upper West Side (59-79),2010-05-12,290000,1900.0
"171 WEST 73RD STREET, 6                  ",            ,1145,0.0,105,Upper West Side (59-79),2010-02-26,560000,1910.0
"154 WEST 77TH STREET, 3F                 ",            ,1148,0.0,54,Upper West Side (59-79),2010-01-11,404000,1900.0
"128 WEST 78TH STREET, 4B                 ",            ,1149,0.0,145,Upper West Side (59-79),2010-01-27,360000,1910.0
"157 WEST 78TH STREET, 3                  ",            ,1150,0.0,108,Upper West Side (59-79),2010-05-05,1199000,1900.0
"204 WEST 78TH   STREET, 1D               ",            ,1169,0.0,36,Upper West Side (59-79),2010-05-04,650000,1920.0
"61 WEST 62ND STREET, 5C                  ",            ,1115,0.0,1506,Upper West Side (59-79),2010-01-29,428000,0.0
"61 WEST 62ND, 25F                        ",            ,1115,0.0,1506,Upper West Side (59-79),2010-02-25,677500,0.0
"61 W. 62ND STREET, 19G                   ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-02,881667,0.0
"61 WEST 62ND STREET, 15D                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-03,818472,0.0
"61 WEST 62ND STREET, 16D                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-15,700000,0.0
"61 WEST 62ND STREET, 14D                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-19,745000,0.0
"61 WEST 62ND ST, 17A                     ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-29,485000,0.0
"61 WEST 62ND STREET, 10B                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-29,455000,0.0
"61 WEST 62ND STREET, 19L                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-03-31,605000,0.0
"61 WEST 62ND STREET, 20H                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-04-08,645000,0.0
"61 WEST 62ND STREET, 24J                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-02-01,935000,0.0
"61 WEST 62ND STREET, 19A                 ",            ,1115,0.0,1506,Upper West Side (59-79),2010-04-23,505000,0.0
"2025 BROADWAY, 30-D                      ",            ,1141,0.0,1102,Upper West Side (59-79),2010-02-24,560000,1977.0
"2025 BROADWAY, 21D                       ",            ,1141,0.0,1102,Upper West Side (59-79),2010-03-17,999000,1977.0
"2025 BROADWAY, 7G                        ",            ,1141,0.0,1102,Upper West Side (59-79),2010-04-12,280000,1977.0
"2025 BROADWAY, 25A                       ",            ,1141,0.0,1102,Upper West Side (59-79),2010-05-04,490000,1977.0
"2021 BROADWAY, 27G                       ",            ,1141,0.0,1102,Upper West Side (59-79),2010-05-13,300000,1977.0
"2025 BROADWAY, 29E                       ",            ,1141,0.0,1102,Upper West Side (59-79),2010-05-20,500000,1977.0
"2025 BROADWAY, 20K                       ",            ,1141,0.0,1102,Upper West Side (59-79),2010-05-18,399000,1977.0
"161 WEST 75TH   STREET, 5J               ",            ,1147,0.0,1003,Upper West Side (59-79),2010-03-25,1045000,1925.0
"161 WEST 75TH   STREET, 1J               ",            ,1147,0.0,1003,Upper West Side (59-79),2010-04-13,15396165,1925.0
"161 WEST 75TH   STREET, 4C               ",            ,1147,0.0,1003,Upper West Side (59-79),2010-05-24,940000,1925.0
"142 WEST END AVENUE, 27S                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-01-28,345000,1963.0
"142 WEST END AVENUE, 10W                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-02-17,355000,1963.0
"160 WEST END AVENUE, 10G                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-03-29,365000,1963.0
"160 WEST END AVENUE, 26S                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-04-05,310000,1963.0
"160 WEST END AVENUE, 16-TS               ",            ,1158,0.0,1007,Upper West Side (59-79),2010-04-13,1074500,1963.0
"160 WEST END AVENUE, 23A                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-04-14,400000,1963.0
"160 WEST END AVENUE, 11A                 ",            ,1158,0.0,1007,Upper West Side (59-79),2010-03-30,375000,1963.0
