borough,neighborhood,period,home_price_index
Queens,FOREST HILLS,2010-12-31,137.84
Queens,FOREST HILLS,2011-01-31,143.55
Queens,FOREST HILLS,2011-02-28,124.42
Queens,FOREST HILLS,2011-03-31,125.72
Queens,FOREST HILLS,2011-04-30,130.76
Queens,FOREST HILLS,2011-05-31,148.77
Queens,FOREST HILLS,2011-06-30,144.97
Queens,FOREST HILLS,2011-07-31,143.21
Queens,FOREST HILLS,2011-08-31,149.55
Queens,FOREST HILLS,2011-09-30,142.29
Queens,FOREST HILLS,2011-10-31,137.47
Queens,FOREST HILLS,2011-11-30,133.05
Queens,FOREST HILLS,2011-12-31,135.97
Queens,FOREST HILLS,2012-01-31,133.14
Queens,FOREST HILLS,2012-02-29,136.4
Queens,FOREST HILLS,2012-03-31,146.09
Queens,FOREST HILLS,2012-04-30,130.28
Queens,FOREST HILLS,2012-05-31,144.51
Queens,FOREST HILLS,2012-06-30,153.79
Queens,FOREST HILLS,2012-07-31,151.6
Queens,FOREST HILLS,2012-08-31,138.97
Queens,FOREST HILLS,2012-09-30,148.26
Queens,FOREST HILLS,2012-10-31,145.97
Queens,FOREST HILLS,2012-11-30,156.8
Queens,FOREST HILLS,2012-12-31,151.77
Queens,FOREST HILLS,2013-01-31,161.22
Queens,FOREST HILLS,2013-02-28,157.15
Queens,FOREST HILLS,2013-03-31,151.43
Queens,FOREST HILLS,2013-04-30,144.07
Queens,FOREST HILLS,2013-05-31,142.6
Queens,FOREST HILLS,2013-06-30,147.35
Queens,FOREST HILLS,2013-07-31,165.77
Queens,FOREST HILLS,2013-08-31,157.78
Queens,FOREST HILLS,2013-09-30,156.02
Queens,FOREST HILLS,2013-10-31,163.98
Queens,FOREST HILLS,2013-11-30,149.53
Queens,FOREST HILLS,2013-12-31,168.68
Queens,FOREST HILLS,2014-01-31,171.42
Queens,FOREST HILLS,2014-02-28,176.88
Queens,FOREST HILLS,2014-03-31,159.89
Queens,FOREST HILLS,2014-04-30,158.4
Queens,FOREST HILLS,2014-05-31,161.1
Queens,FOREST HILLS,2014-06-30,170.03
Queens,FOREST HILLS,2014-07-31,166.6
Queens,FOREST HILLS,2014-08-31,162.03
Queens,FOREST HILLS,2014-09-30,159.54
Queens,FOREST HILLS,2014-10-31,163.2
Queens,FOREST HILLS,2014-11-30,156.77
Queens,FOREST HILLS,2014-12-31,171.41
Queens,FOREST HILLS,2015-01-31,180.61
Queens,FOREST HILLS,2015-02-28,171.73
Queens,FOREST HILLS,2015-03-31,170.06
Queens,FOREST HILLS,2015-04-30,192.67
Queens,FOREST HILLS,2015-05-31,172.07
Queens,FOREST HILLS,2015-06-30,170.42
Queens,FOREST HILLS,2015-07-31,193.07
Queens,FOREST HILLS,2015-08-31,175.45
Queens,FOREST HILLS,2015-09-30,180.68
Queens,FOREST HILLS,2015-10-31,192.66
Queens,FOREST HILLS,2015-11-30,178.29
Queens,FOREST HILLS,2015-12-31,175.87
Queens,FOREST HILLS,2016-01-31,190.72
Queens,FOREST HILLS,2016-02-29,191.09
Queens,FOREST HILLS,2016-03-31,195.36
Queens,FOREST HILLS,2016-04-30,178.3
Queens,FOREST HILLS,2016-05-31,212.72
Queens,FOREST HILLS,2016-06-30,199.21
Queens,FOREST HILLS,2016-07-31,185.12
Queens,FOREST HILLS,2016-08-31,211.69
Queens,FOREST HILLS,2016-09-30,201.33
Queens,FOREST HILLS,2016-10-31,200.55
Queens,FOREST HILLS,2016-11-30,187.61
Queens,FOREST HILLS,2016-12-31,186.23
Queens,FOREST HILLS,2017-01-31,201.16
Queens,FOREST HILLS,2017-02-28,171.77
Queens,FOREST HILLS,2017-03-31,206.16
Queens,FOREST HILLS,2017-04-30,219.69
Queens,FOREST HILLS,2017-05-31,200.02
Queens,FOREST HILLS,2017-06-30,221.14
Queens,FOREST HILLS,2017-07-31,221.32
Queens,FOREST HILLS,2017-08-31,225.73
Queens,FOREST HILLS,2017-09-30,221.46
Queens,FOREST HILLS,2017-10-31,223.87
Queens,FOREST HILLS,2017-11-30,208.59
Queens,FOREST HILLS,2017-12-31,230.63
Queens,FOREST HILLS,2018-01-31,223.52
Queens,FOREST HILLS,2018-02-28,193.05
Queens,FOREST HILLS,2018-03-31,230.8
Queens,FOREST HILLS,2018-04-30,227.67
Queens,FOREST HILLS,2018-05-31,208.84
Queens,FOREST HILLS,2018-06-30,237.79
Queens,FOREST HILLS,2018-07-31,223.72
Queens,FOREST HILLS,2018-08-31,221.51
Queens,FOREST HILLS,2018-09-30,207.79
Queens,FOREST HILLS,2018-10-31,200.55
Queens,FOREST HILLS,2018-11-30,190.7
Queens,FOREST HILLS,2018-12-31,231.41
Queens,FOREST HILLS,2019-01-31,204.51
Queens,FOREST HILLS,2019-02-28,233.82
Queens,FOREST HILLS,2019-03-31,213.51
Queens,FOREST HILLS,2019-04-30,158.78
Queens,FOREST HILLS,2019-05-31,206.53
Queens,FOREST HILLS,2019-06-30,235.64
Queens,FOREST HILLS,2019-07-31,248.03
Queens,FOREST HILLS,2019-08-31,238.05
Queens,FOREST HILLS,2019-09-30,215.6
Queens,FOREST HILLS,2019-10-31,233.14
Queens,FOREST HILLS,2019-11-30,269.45
Queens,FOREST HILLS,2019-12-31,222.6
Queens,FOREST HILLS,2020-01-31,255.32
Queens,FOREST HILLS,2020-02-29,231.86
Queens,FOREST HILLS,2020-03-31,212.62
Queens,FOREST HILLS,2020-04-30,200.92
Queens,FOREST HILLS,2020-05-31,247.2
Queens,FOREST HILLS,2020-06-30,218.29
Queens,FOREST HILLS,2020-07-31,218.24
Queens,FOREST HILLS,2020-08-31,210.5
Queens,FOREST HILLS,2020-09-30,212.6
Queens,FOREST HILLS,2020-10-31,259.25
Queens,FOREST HILLS,2020-11-30,217.74
Queens,FOREST HILLS,2020-12-31,226.69
Queens,FOREST HILLS,2021-01-31,229.37
Queens,FOREST HILLS,2021-02-28,231.99
Queens,FOREST HILLS,2021-03-31,243.66
Queens,FOREST HILLS,2021-04-30,230.81
Queens,FOREST HILLS,2021-05-31,257.95
Queens,FOREST HILLS,2021-06-30,225.75
Queens,FOREST HILLS,2021-07-31,241.82
Queens,FOREST HILLS,2021-08-31,249.64
Queens,FOREST HILLS,2021-09-30,229.47
Queens,FOREST HILLS,2021-10-31,243.49
Queens,FOREST HILLS,2021-11-30,202.24
Queens,FOREST HILLS,2021-12-31,215.42
Queens,FOREST HILLS,2022-01-31,265.25
Queens,FOREST HILLS,2022-02-28,229.19
Queens,FOREST HILLS,2022-03-31,245.86
Queens,FOREST HILLS,2022-04-30,220.73
Queens,FOREST HILLS,2022-05-31,231.78
Queens,FOREST HILLS,2022-06-30,257.66
Queens,FOREST HILLS,2022-07-31,199.05
Queens,FOREST HILLS,2022-08-31,234.51
Queens,FOREST HILLS,2022-09-30,236.9
Queens,FOREST HILLS,2022-10-31,260.53
Queens,FOREST HILLS,2022-11-30,249.49
Queens,FOREST HILLS,2022-12-31,268.15
Queens,FOREST HILLS,2023-01-31,234.77
Queens,FOREST HILLS,2023-02-28,299.6
Queens,FOREST HILLS,2023-03-31,222.4
Queens,FOREST HILLS,2023-04-30,220.69
Queens,FOREST HILLS,2023-05-31,237.4
Queens,FOREST HILLS,2023-06-30,216.76
Queens,FOREST HILLS,2023-07-31,261.87
Queens,FOREST HILLS,2023-08-31,231.47
Queens,FOREST HILLS,2023-09-30,204.58
Queens,FOREST HILLS,2023-10-31,218.76
Queens,HOLLIS,2003-01-31,100.0
Queens,HOLLIS,2003-02-28,127.08
Queens,HOLLIS,2003-03-31,118.67
Queens,HOLLIS,2003-04-30,118.1
Queens,HOLLIS,2003-05-31,117.36
Queens,HOLLIS,2003-06-30,125.41
Queens,HOLLIS,2003-07-31,122.15
Queens,HOLLIS,2003-08-31,129.53
Queens,HOLLIS,2003-09-30,120.58
Queens,HOLLIS,2003-10-31,133.47
Queens,HOLLIS,2003-11-30,120.71
Queens,HOLLIS,2003-12-31,128.69
Queens,HOLLIS,2004-01-31,133.61
Queens,HOLLIS,2004-02-29,132.91
Queens,HOLLIS,2004-03-31,138.81
Queens,HOLLIS,2004-04-30,134.65
Queens,HOLLIS,2004-05-31,130.31
Queens,HOLLIS,2004-06-30,138.74
Queens,HOLLIS,2004-07-31,148.16
Queens,HOLLIS,2004-08-31,139.03
Queens,HOLLIS,2004-09-30,145.88
Queens,HOLLIS,2004-10-31,138.2
Queens,HOLLIS,2004-11-30,146.5
Queens,HOLLIS,2004-12-31,154.0
Queens,HOLLIS,2005-01-31,135.57
Queens,HOLLIS,2005-02-28,156.84
Queens,HOLLIS,2005-03-31,154.78
Queens,HOLLIS,2005-04-30,163.64
Queens,HOLLIS,2005-05-31,159.74
Queens,HOLLIS,2005-06-30,161.81
Queens,HOLLIS,2005-07-31,152.57
Queens,HOLLIS,2005-08-31,163.95
Queens,HOLLIS,2005-09-30,187.32
Queens,HOLLIS,2005-10-31,167.58
Queens,HOLLIS,2005-11-30,165.45
Queens,HOLLIS,2005-12-31,165.94
Queens,HOLLIS,2006-01-31,166.82
Queens,HOLLIS,2006-02-28,169.57
Queens,HOLLIS,2006-03-31,174.48
Queens,HOLLIS,2006-04-30,187.18
Queens,HOLLIS,2006-05-31,175.53
Queens,HOLLIS,2006-06-30,170.0
Queens,HOLLIS,2006-07-31,189.83
Queens,HOLLIS,2006-08-31,181.94
Queens,HOLLIS,2006-09-30,185.49
Queens,HOLLIS,2006-10-31,185.3
Queens,HOLLIS,2006-11-30,189.47
Queens,HOLLIS,2006-12-31,180.05
Queens,HOLLIS,2007-01-31,182.13
Queens,HOLLIS,2007-02-28,164.85
Queens,HOLLIS,2007-03-31,180.8
Queens,HOLLIS,2007-04-30,172.13
Queens,HOLLIS,2007-05-31,174.53
Queens,HOLLIS,2007-06-30,192.57
Queens,HOLLIS,2007-07-31,191.32
Queens,HOLLIS,2007-08-31,179.47
Queens,HOLLIS,2007-09-30,167.51
Queens,HOLLIS,2007-10-31,183.19
Queens,HOLLIS,2007-11-30,182.31
Queens,HOLLIS,2007-12-31,172.36
Queens,HOLLIS,2008-01-31,192.15
Queens,HOLLIS,2008-02-29,184.19
Queens,HOLLIS,2008-03-31,159.57
Queens,HOLLIS,2008-04-30,180.22
Queens,HOLLIS,2008-05-31,161.42
Queens,HOLLIS,2008-06-30,173.51
Queens,HOLLIS,2008-07-31,169.62
Queens,HOLLIS,2008-08-31,168.76
Queens,HOLLIS,2008-09-30,182.47
Queens,HOLLIS,2008-10-31,164.68
Queens,HOLLIS,2008-11-30,150.95
Queens,HOLLIS,2008-12-31,184.0
Queens,HOLLIS,2009-01-31,164.31
Queens,HOLLIS,2009-02-28,141.09
Queens,HOLLIS,2009-03-31,144.06
Queens,HOLLIS,2009-04-30,149.05
Queens,HOLLIS,2009-05-31,172.29
Queens,HOLLIS,2009-06-30,165.2
Queens,HOLLIS,2009-07-31,165.84
Queens,HOLLIS,2009-08-31,158.31
Queens,HOLLIS,2009-09-30,166.99
Queens,HOLLIS,2009-10-31,139.0
Queens,HOLLIS,2009-11-30,155.13
Queens,HOLLIS,2009-12-31,158.52
Queens,HOLLIS,2010-01-31,157.76
Queens,HOLLIS,2010-02-28,157.36
Queens,HOLLIS,2010-03-31,161.92
Queens,HOLLIS,2010-04-30,155.89
Queens,HOLLIS,2010-05-31,174.18
Queens,HOLLIS,2010-06-30,143.96
Queens,HOLLIS,2010-07-31,144.8
Queens,HOLLIS,2010-08-31,167.82
Queens,HOLLIS,2010-09-30,144.69
Queens,HOLLIS,2010-10-31,152.67
Queens,HOLLIS,2010-11-30,152.21
Queens,HOLLIS,2010-12-31,159.01
Queens,HOLLIS,2011-01-31,164.24
Queens,HOLLIS,2011-02-28,132.43
Queens,HOLLIS,2011-03-31,138.56
Queens,HOLLIS,2011-04-30,162.29
Queens,HOLLIS,2011-05-31,198.16
Queens,HOLLIS,2011-06-30,138.39
Queens,HOLLIS,2011-07-31,169.0
Queens,HOLLIS,2011-08-31,129.47
Queens,HOLLIS,2011-09-30,162.65
Queens,HOLLIS,2011-10-31,119.08
Queens,HOLLIS,2011-11-30,143.27
Queens,HOLLIS,2011-12-31,129.84
Queens,HOLLIS,2012-01-31,146.73
Queens,HOLLIS,2012-02-29,150.43
Queens,HOLLIS,2012-03-31,148.55
Queens,HOLLIS,2012-04-30,143.91
Queens,HOLLIS,2012-05-31,145.13
Queens,HOLLIS,2012-06-30,139.13
Queens,HOLLIS,2012-07-31,136.26
Queens,HOLLIS,2012-08-31,121.72
Queens,HOLLIS,2012-09-30,159.86
Queens,HOLLIS,2012-10-31,161.8
Queens,HOLLIS,2012-11-30,154.38
Queens,HOLLIS,2012-12-31,157.4
Queens,HOLLIS,2013-01-31,163.07
Queens,HOLLIS,2013-02-28,149.85
Queens,HOLLIS,2013-03-31,166.08
Queens,HOLLIS,2013-04-30,142.35
Queens,HOLLIS,2013-05-31,157.94
Queens,HOLLIS,2013-06-30,172.89
Queens,HOLLIS,2013-07-31,170.23
Queens,HOLLIS,2013-08-31,159.0
Queens,HOLLIS,2013-09-30,176.32
Queens,HOLLIS,2013-10-31,150.87
Queens,HOLLIS,2013-11-30,186.86
Queens,HOLLIS,2013-12-31,159.79
Queens,HOLLIS,2014-01-31,180.28
Queens,HOLLIS,2014-02-28,163.23
Queens,HOLLIS,2014-03-31,172.41
Queens,HOLLIS,2014-04-30,163.92
Queens,HOLLIS,2014-05-31,181.41
Queens,HOLLIS,2014-06-30,188.09
Queens,HOLLIS,2014-07-31,181.72
Queens,HOLLIS,2014-08-31,167.19
Queens,HOLLIS,2014-09-30,193.52
Queens,HOLLIS,2014-10-31,183.38
Queens,HOLLIS,2014-11-30,195.73
Queens,HOLLIS,2014-12-31,166.81
Queens,HOLLIS,2015-01-31,178.16
Queens,HOLLIS,2015-02-28,178.27
Queens,HOLLIS,2015-03-31,213.29
Queens,HOLLIS,2015-04-30,158.36
Queens,HOLLIS,2015-05-31,187.52
Queens,HOLLIS,2015-06-30,183.56
Queens,HOLLIS,2015-07-31,195.38
Queens,HOLLIS,2015-08-31,185.03
Queens,HOLLIS,2015-09-30,197.97
Queens,HOLLIS,2015-10-31,183.03
Queens,HOLLIS,2015-11-30,174.45
Queens,HOLLIS,2015-12-31,190.16
Queens,HOLLIS,2016-01-31,223.16
Queens,HOLLIS,2016-02-29,192.09
Queens,HOLLIS,2016-03-31,201.44
Queens,HOLLIS,2016-04-30,199.79
Queens,HOLLIS,2016-05-31,207.92
Queens,HOLLIS,2016-06-30,206.14
Queens,HOLLIS,2016-07-31,209.83
Queens,HOLLIS,2016-08-31,204.19
Queens,HOLLIS,2016-09-30,198.01
Queens,HOLLIS,2016-10-31,202.97
Queens,HOLLIS,2016-11-30,209.24
Queens,HOLLIS,2016-12-31,203.87
Queens,HOLLIS,2017-01-31,217.14
Queens,HOLLIS,2017-02-28,232.38
Queens,HOLLIS,2017-03-31,193.74
Queens,HOLLIS,2017-04-30,242.13
Queens,HOLLIS,2017-05-31,246.49
Queens,HOLLIS,2017-06-30,223.9
Queens,HOLLIS,2017-07-31,226.8
Queens,HOLLIS,2017-08-31,213.33
Queens,HOLLIS,2017-09-30,208.23
Queens,HOLLIS,2017-10-31,228.51
Queens,HOLLIS,2017-11-30,241.12
Queens,HOLLIS,2017-12-31,199.29
Queens,HOLLIS,2018-01-31,200.92
Queens,HOLLIS,2018-02-28,258.68
Queens,HOLLIS,2018-03-31,189.39
Queens,HOLLIS,2018-04-30,214.31
Queens,HOLLIS,2018-05-31,172.79
Queens,HOLLIS,2018-06-30,217.61
Queens,HOLLIS,2018-07-31,217.05
Queens,HOLLIS,2018-08-31,210.82
Queens,HOLLIS,2018-09-30,230.02
Queens,HOLLIS,2018-10-31,172.44
Queens,HOLLIS,2018-11-30,216.73
Queens,HOLLIS,2018-12-31,240.14
Queens,HOLLIS,2019-01-31,239.62
Queens,HOLLIS,2019-02-28,318.93
Queens,HOLLIS,2019-03-31,242.56
Queens,HOLLIS,2019-04-30,238.06
Queens,HOLLIS,2019-05-31,260.76
Queens,HOLLIS,2019-06-30,143.46
Queens,HOLLIS,2019-07-31,227.78
Queens,HOLLIS,2019-08-31,226.58
Queens,HOLLIS,2019-09-30,179.73
Queens,HOLLIS,2019-10-31,216.74
Queens,HOLLIS,2019-11-30,253.3
Queens,HOLLIS,2019-12-31,237.92
Queens,HOLLIS,2020-01-31,236.79
Queens,HOLLIS,2020-02-29,241.22
Queens,HOLLIS,2020-03-31,288.18
Queens,HOLLIS,2020-04-30,227.76
Queens,HOLLIS,2020-05-31,253.5
Queens,HOLLIS,2020-06-30,253.15
Queens,HOLLIS,2020-08-31,253.74
Queens,HOLLIS,2020-09-30,284.1
Queens,HOLLIS,2020-10-31,295.1
Queens,HOLLIS,2020-11-30,376.24
Queens,HOLLIS,2020-12-31,260.98
Queens,HOLLIS,2021-01-31,257.44
Queens,HOLLIS,2021-02-28,233.27
Queens,HOLLIS,2021-03-31,284.7
Queens,HOLLIS,2021-04-30,244.59
Queens,HOLLIS,2021-05-31,267.13
Queens,HOLLIS,2021-06-30,280.7
Queens,HOLLIS,2021-07-31,279.43
Queens,HOLLIS,2021-08-31,291.42
Queens,HOLLIS,2021-09-30,297.22
Queens,HOLLIS,2021-10-31,312.78
Queens,HOLLIS,2021-11-30,245.51
Queens,HOLLIS,2021-12-31,271.25
Queens,HOLLIS,2022-01-31,211.29
Queens,HOLLIS,2022-02-28,305.68
Queens,HOLLIS,2022-03-31,265.78
Queens,HOLLIS,2022-04-30,316.67
Queens,HOLLIS,2022-05-31,349.56
Queens,HOLLIS,2022-06-30,281.97
Queens,HOLLIS,2022-07-31,291.25
Queens,HOLLIS,2022-08-31,290.18
Queens,HOLLIS,2022-09-30,299.75
Queens,HOLLIS,2022-10-31,379.5
Queens,HOLLIS,2022-11-30,270.07
Queens,HOLLIS,2022-12-31,294.96
Queens,HOLLIS,2023-01-31,314.7
Queens,HOLLIS,2023-02-28,392.93
Queens,HOLLIS,2023-03-31,264.72
Queens,HOLLIS,2023-04-30,272.74
Queens,HOLLIS,2023-05-31,164.76
Queens,HOLLIS,2023-06-30,284.87
Queens,HOLLIS,2023-07-31,299.4
Queens,HOLLIS,2023-08-31,286.95
Queens,HOLLIS,2023-09-30,262.49
Queens,HOLLIS,2023-10-31,287.41
Queens,HOWARD BEACH,2003-01-31,100.0
Queens,HOWARD BEACH,2003-02-28,91.72
Queens,HOWARD BEACH,2003-03-31,101.91
Queens,HOWARD BEACH,2003-04-30,96.04
Queens,HOWARD BEACH,2003-05-31,103.22
Queens,HOWARD BEACH,2003-06-30,113.85
Queens,HOWARD BEACH,2003-07-31,98.45
Queens,HOWARD BEACH,2003-08-31,117.68
Queens,HOWARD BEACH,2003-09-30,99.3
Queens,HOWARD BEACH,2003-10-31,101.46
Queens,HOWARD BEACH,2003-11-30,101.93
Queens,HOWARD BEACH,2003-12-31,101.63
Queens,HOWARD BEACH,2004-01-31,113.91
Queens,HOWARD BEACH,2004-02-29,109.88
Queens,HOWARD BEACH,2004-03-31,111.54
Queens,HOWARD BEACH,2004-04-30,123.08
Queens,HOWARD BEACH,2004-05-31,108.0
Queens,HOWARD BEACH,2004-06-30,105.2
Queens,HOWARD BEACH,2004-07-31,101.73
Queens,HOWARD BEACH,2004-08-31,108.26
Queens,HOWARD BEACH,2004-09-30,122.85
Queens,HOWARD BEACH,2004-10-31,110.0
Queens,HOWARD BEACH,2004-11-30,116.53
Queens,HOWARD BEACH,2004-12-31,116.75
Queens,HOWARD BEACH,2005-01-31,123.11
Queens,HOWARD BEACH,2005-02-28,118.27
Queens,HOWARD BEACH,2005-03-31,127.15
Queens,HOWARD BEACH,2005-04-30,129.77
Queens,HOWARD BEACH,2005-05-31,123.85
Queens,HOWARD BEACH,2005-06-30,132.0
Queens,HOWARD BEACH,2005-07-31,124.98
Queens,HOWARD BEACH,2005-08-31,124.66
Queens,HOWARD BEACH,2005-09-30,135.67
Queens,HOWARD BEACH,2005-10-31,125.05
Queens,HOWARD BEACH,2005-11-30,137.28
Queens,HOWARD BEACH,2005-12-31,130.55
Queens,HOWARD BEACH,2006-01-31,146.8
Queens,HOWARD BEACH,2006-02-28,145.81
Queens,HOWARD BEACH,2006-03-31,133.34
Queens,HOWARD BEACH,2006-04-30,141.16
Queens,HOWARD BEACH,2006-05-31,136.92
Queens,HOWARD BEACH,2006-06-30,148.08
Queens,HOWARD BEACH,2006-07-31,139.49
Queens,HOWARD BEACH,2006-08-31,144.97
Queens,HOWARD BEACH,2006-09-30,146.37
Queens,HOWARD BEACH,2006-10-31,149.8
Queens,HOWARD BEACH,2006-11-30,161.5
Queens,HOWARD BEACH,2006-12-31,158.28
Queens,HOWARD BEACH,2007-01-31,149.58
Queens,HOWARD BEACH,2007-02-28,155.09
Queens,HOWARD BEACH,2007-03-31,133.77
Queens,HOWARD BEACH,2007-04-30,149.04
Queens,HOWARD BEACH,2007-05-31,124.44
Queens,HOWARD BEACH,2007-06-30,144.73
Queens,HOWARD BEACH,2007-07-31,139.93
Queens,HOWARD BEACH,2007-08-31,149.23
Queens,HOWARD BEACH,2007-09-30,142.93
Queens,HOWARD BEACH,2007-10-31,133.53
Queens,HOWARD BEACH,2007-11-30,137.97
Queens,HOWARD BEACH,2007-12-31,142.6
Queens,HOWARD BEACH,2008-01-31,153.77
Queens,HOWARD BEACH,2008-02-29,153.48
Queens,HOWARD BEACH,2008-03-31,132.27
Queens,HOWARD BEACH,2008-04-30,141.7
Queens,HOWARD BEACH,2008-05-31,133.57
Queens,HOWARD BEACH,2008-06-30,125.88
Queens,HOWARD BEACH,2008-07-31,123.58
Queens,HOWARD BEACH,2008-08-31,126.06
Queens,HOWARD BEACH,2008-09-30,147.21
Queens,HOWARD BEACH,2008-10-31,139.18
Queens,HOWARD BEACH,2008-11-30,122.45
Queens,HOWARD BEACH,2008-12-31,139.21
Queens,HOWARD BEACH,2009-01-31,116.44
Queens,HOWARD BEACH,2009-02-28,142.86
Queens,HOWARD BEACH,2009-03-31,110.05
Queens,HOWARD BEACH,2009-04-30,137.48
Queens,HOWARD BEACH,2009-05-31,141.45
Queens,HOWARD BEACH,2009-06-30,118.01
Queens,HOWARD BEACH,2009-07-31,152.14
Queens,HOWARD BEACH,2009-08-31,116.52
Queens,HOWARD BEACH,2009-09-30,125.1
Queens,HOWARD BEACH,2009-10-31,133.59
Queens,HOWARD BEACH,2009-11-30,117.5
Queens,HOWARD BEACH,2009-12-31,110.45
Queens,HOWARD BEACH,2010-01-31,114.3
Queens,HOWARD BEACH,2010-02-28,132.15
Queens,HOWARD BEACH,2010-03-31,127.1
Queens,HOWARD BEACH,2010-04-30,140.87
Queens,HOWARD BEACH,2010-05-31,124.8
Queens,HOWARD BEACH,2010-06-30,137.68
Queens,HOWARD BEACH,2010-07-31,127.42
Queens,HOWARD BEACH,2010-08-31,137.59
Queens,HOWARD BEACH,2010-09-30,124.03
Queens,HOWARD BEACH,2010-10-31,116.42
Queens,HOWARD BEACH,2010-11-30,112.57
Queens,HOWARD BEACH,2010-12-31,119.55
Queens,HOWARD BEACH,2011-01-31,144.77
Queens,HOWARD BEACH,2011-02-28,133.05
Queens,HOWARD BEACH,2011-03-31,114.5
Queens,HOWARD BEACH,2011-04-30,118.65
Queens,HOWARD BEACH,2011-05-31,106.34
Queens,HOWARD BEACH,2011-06-30,126.95
Queens,HOWARD BEACH,2011-07-31,119.47
Queens,HOWARD BEACH,2011-08-31,124.33
Queens,HOWARD BEACH,2011-09-30,124.73
Queens,HOWARD BEACH,2011-10-31,121.31
Queens,HOWARD BEACH,2011-11-30,120.21
Queens,HOWARD BEACH,2011-12-31,129.37
Queens,HOWARD BEACH,2012-01-31,102.79
Queens,HOWARD BEACH,2012-02-29,111.73
Queens,HOWARD BEACH,2012-03-31,128.64
Queens,HOWARD BEACH,2012-04-30,134.26
Queens,HOWARD BEACH,2012-05-31,125.33
Queens,HOWARD BEACH,2012-06-30,129.74
Queens,HOWARD BEACH,2012-07-31,132.79
Queens,HOWARD BEACH,2012-08-31,115.9
Queens,HOWARD BEACH,2012-09-30,130.56
Queens,HOWARD BEACH,2012-10-31,113.04
Queens,HOWARD BEACH,2012-11-30,123.16
Queens,HOWARD BEACH,2012-12-31,120.06
Queens,HOWARD BEACH,2013-01-31,108.08
Queens,HOWARD BEACH,2013-02-28,134.88
Queens,HOWARD BEACH,2013-03-31,126.64
Queens,HOWARD BEACH,2013-04-30,146.29
Queens,HOWARD BEACH,2013-05-31,117.88
Queens,HOWARD BEACH,2013-06-30,124.79
Queens,HOWARD BEACH,2013-07-31,128.15
Queens,HOWARD BEACH,2013-08-31,113.93
Queens,HOWARD BEACH,2013-09-30,136.2
Queens,HOWARD BEACH,2013-10-31,142.07
Queens,HOWARD BEACH,2013-11-30,105.68
Queens,HOWARD BEACH,2013-12-31,116.36
Queens,HOWARD BEACH,2014-01-31,127.63
Queens,HOWARD BEACH,2014-02-28,125.92
Queens,HOWARD BEACH,2014-03-31,120.19
Queens,HOWARD BEACH,2014-04-30,132.31
Queens,HOWARD BEACH,2014-05-31,133.29
Queens,HOWARD BEACH,2014-06-30,119.86
Queens,HOWARD BEACH,2014-07-31,135.61
Queens,HOWARD BEACH,2014-08-31,118.3
Queens,HOWARD BEACH,2014-09-30,126.11
Queens,HOWARD BEACH,2014-10-31,139.9
Queens,HOWARD BEACH,2014-11-30,113.91
Queens,HOWARD BEACH,2014-12-31,114.16
Queens,HOWARD BEACH,2015-01-31,147.38
Queens,HOWARD BEACH,2015-02-28,136.01
Queens,HOWARD BEACH,2015-03-31,123.56
Queens,HOWARD BEACH,2015-04-30,143.62
Queens,HOWARD BEACH,2015-05-31,124.39
Queens,HOWARD BEACH,2015-06-30,140.28
Queens,HOWARD BEACH,2015-07-31,140.74
Queens,HOWARD BEACH,2015-08-31,122.61
Queens,HOWARD BEACH,2015-09-30,169.39
Queens,HOWARD BEACH,2015-10-31,134.29
Queens,HOWARD BEACH,2015-11-30,126.05
Queens,HOWARD BEACH,2015-12-31,150.53
Queens,HOWARD BEACH,2016-01-31,140.51
Queens,HOWARD BEACH,2016-02-29,137.16
Queens,HOWARD BEACH,2016-03-31,148.08
Queens,HOWARD BEACH,2016-04-30,127.0
Queens,HOWARD BEACH,2016-05-31,157.03
Queens,HOWARD BEACH,2016-06-30,152.18
Queens,HOWARD BEACH,2016-07-31,154.1
Queens,HOWARD BEACH,2016-08-31,142.97
Queens,HOWARD BEACH,2016-09-30,142.99
Queens,HOWARD BEACH,2016-10-31,137.76
Queens,HOWARD BEACH,2016-11-30,146.9
Queens,HOWARD BEACH,2016-12-31,135.21
Queens,HOWARD BEACH,2017-01-31,155.04
Queens,HOWARD BEACH,2017-02-28,125.89
Queens,HOWARD BEACH,2017-03-31,154.72
Queens,HOWARD BEACH,2017-04-30,155.04
Queens,HOWARD BEACH,2017-05-31,145.88
Queens,HOWARD BEACH,2017-06-30,149.41
Queens,HOWARD BEACH,2017-07-31,165.84
Queens,HOWARD BEACH,2017-08-31,148.95
Queens,HOWARD BEACH,2017-09-30,153.19
Queens,HOWARD BEACH,2017-10-31,161.87
Queens,HOWARD BEACH,2017-11-30,149.63
Queens,HOWARD BEACH,2017-12-31,157.58
Queens,HOWARD BEACH,2018-01-31,180.34
Queens,HOWARD BEACH,2018-02-28,124.82
Queens,HOWARD BEACH,2018-03-31,144.81
Queens,HOWARD BEACH,2018-04-30,152.05
Queens,HOWARD BEACH,2018-05-31,197.19
Queens,HOWARD BEACH,2018-06-30,143.85
Queens,HOWARD BEACH,2018-07-31,136.75
Queens,HOWARD BEACH,2018-08-31,151.58
Queens,HOWARD BEACH,2018-09-30,164.41
Queens,HOWARD BEACH,2018-10-31,131.78
Queens,HOWARD BEACH,2018-11-30,180.75
