borough,neighborhood,period,home_price_index
Manhattan,UPPER EAST SIDE (59-79),2003-01-31,100.0
Manhattan,UPPER EAST SIDE (59-79),2003-02-28,94.31
Manhattan,UPPER EAST SIDE (59-79),2003-03-31,97.3
Manhattan,UPPER EAST SIDE (59-79),2003-04-30,98.52
Manhattan,UPPER EAST SIDE (59-79),2003-05-31,95.99
Manhattan,UPPER EAST SIDE (59-79),2003-06-30,93.26
Manhattan,UPPER EAST SIDE (59-79),2003-07-31,91.55
Manhattan,UPPER EAST SIDE (59-79),2003-08-31,99.63
Manhattan,UPPER EAST SIDE (59-79),2003-09-30,108.87
Manhattan,UPPER EAST SIDE (59-79),2003-10-31,103.72
Manhattan,UPPER EAST SIDE (59-79),2003-11-30,101.6
Manhattan,UPPER EAST SIDE (59-79),2003-12-31,103.11
Manhattan,UPPER EAST SIDE (59-79),2004-01-31,103.56
Manhattan,UPPER EAST SIDE (59-79),2004-02-29,111.34
Manhattan,UPPER EAST SIDE (59-79),2004-03-31,103.3
Manhattan,UPPER EAST SIDE (59-79),2004-04-30,105.11
Manhattan,UPPER EAST SIDE (59-79),2004-05-31,112.16
Manhattan,UPPER EAST SIDE (59-79),2004-06-30,120.85
Manhattan,UPPER EAST SIDE (59-79),2004-07-31,118.06
Manhattan,UPPER EAST SIDE (59-79),2004-08-31,125.65
Manhattan,UPPER EAST SIDE (59-79),2004-09-30,118.81
Manhattan,UPPER EAST SIDE (59-79),2004-10-31,115.31
Manhattan,UPPER EAST SIDE (59-79),2004-11-30,120.02
Manhattan,UPPER EAST SIDE (59-79),2004-12-31,124.29
Manhattan,UPPER EAST SIDE (59-79),2005-01-31,116.11
Manhattan,UPPER EAST SIDE (59-79),2005-02-28,130.83
Manhattan,UPPER EAST SIDE (59-79),2005-03-31,127.23
Manhattan,UPPER EAST SIDE (59-79),2005-04-30,134.67
Manhattan,UPPER EAST SIDE (59-79),2005-05-31,130.78
Manhattan,UPPER EAST SIDE (59-79),2005-06-30,137.75
Manhattan,UPPER EAST SIDE (59-79),2005-07-31,142.0
Manhattan,UPPER EAST SIDE (59-79),2005-08-31,143.4
Manhattan,UPPER EAST SIDE (59-79),2005-09-30,149.78
Manhattan,UPPER EAST SIDE (59-79),2005-10-31,151.35
Manhattan,UPPER EAST SIDE (59-79),2005-11-30,147.97
Manhattan,UPPER EAST SIDE (59-79),2005-12-31,137.2
Manhattan,UPPER EAST SIDE (59-79),2006-01-31,130.16
Manhattan,UPPER EAST SIDE (59-79),2006-02-28,131.84
Manhattan,UPPER EAST SIDE (59-79),2006-03-31,140.48
Manhattan,UPPER EAST SIDE (59-79),2006-04-30,139.54
Manhattan,UPPER EAST SIDE (59-79),2006-05-31,144.09
Manhattan,UPPER EAST SIDE (59-79),2006-06-30,152.01
Manhattan,UPPER EAST SIDE (59-79),2006-07-31,156.49
Manhattan,UPPER EAST SIDE (59-79),2006-08-31,153.95
Manhattan,UPPER EAST SIDE (59-79),2006-09-30,147.39
Manhattan,UPPER EAST SIDE (59-79),2006-10-31,151.49
Manhattan,UPPER EAST SIDE (59-79),2006-11-30,148.94
Manhattan,UPPER EAST SIDE (59-79),2006-12-31,139.07
Manhattan,UPPER EAST SIDE (59-79),2007-01-31,149.56
Manhattan,UPPER EAST SIDE (59-79),2007-02-28,151.11
Manhattan,UPPER EAST SIDE (59-79),2007-03-31,148.69
Manhattan,UPPER EAST SIDE (59-79),2007-04-30,148.81
Manhattan,UPPER EAST SIDE (59-79),2007-05-31,157.23
Manhattan,UPPER EAST SIDE (59-79),2007-06-30,160.44
Manhattan,UPPER EAST SIDE (59-79),2007-07-31,161.26
Manhattan,UPPER EAST SIDE (59-79),2007-08-31,155.95
Manhattan,UPPER EAST SIDE (59-79),2007-09-30,160.92
Manhattan,UPPER EAST SIDE (59-79),2007-10-31,150.53
Manhattan,UPPER EAST SIDE (59-79),2007-11-30,167.76
Manhattan,UPPER EAST SIDE (59-79),2007-12-31,163.91
Manhattan,UPPER EAST SIDE (59-79),2008-01-31,156.48
Manhattan,UPPER EAST SIDE (59-79),2008-02-29,168.53
Manhattan,UPPER EAST SIDE (59-79),2008-03-31,164.74
Manhattan,UPPER EAST SIDE (59-79),2008-04-30,167.6
Manhattan,UPPER EAST SIDE (59-79),2008-05-31,173.4
Manhattan,UPPER EAST SIDE (59-79),2008-06-30,169.28
Manhattan,UPPER EAST SIDE (59-79),2008-07-31,162.36
Manhattan,UPPER EAST SIDE (59-79),2008-08-31,167.69
Manhattan,UPPER EAST SIDE (59-79),2008-09-30,164.29
Manhattan,UPPER EAST SIDE (59-79),2008-10-31,158.94
Manhattan,UPPER EAST SIDE (59-79),2008-11-30,160.21
Manhattan,UPPER EAST SIDE (59-79),2008-12-31,174.4
Manhattan,UPPER EAST SIDE (59-79),2009-01-31,151.54
Manhattan,UPPER EAST SIDE (59-79),2009-02-28,164.96
Manhattan,UPPER EAST SIDE (59-79),2009-03-31,153.3
Manhattan,UPPER EAST SIDE (59-79),2009-04-30,154.8
Manhattan,UPPER EAST SIDE (59-79),2009-05-31,143.12
Manhattan,UPPER EAST SIDE (59-79),2009-06-30,137.12
Manhattan,UPPER EAST SIDE (59-79),2009-07-31,134.47
Manhattan,UPPER EAST SIDE (59-79),2009-08-31,142.67
Manhattan,UPPER EAST SIDE (59-79),2009-09-30,137.99
Manhattan,UPPER EAST SIDE (59-79),2009-10-31,145.73
Manhattan,UPPER EAST SIDE (59-79),2009-11-30,133.82
Manhattan,UPPER EAST SIDE (59-79),2009-12-31,142.45
Manhattan,UPPER EAST SIDE (59-79),2010-01-31,145.29
Manhattan,UPPER EAST SIDE (59-79),2010-02-28,143.74
Manhattan,UPPER EAST SIDE (59-79),2010-03-31,146.7
Manhattan,UPPER EAST SIDE (59-79),2010-04-30,149.19
Manhattan,UPPER EAST SIDE (59-79),2010-05-31,143.63
Manhattan,UPPER EAST SIDE (59-79),2010-06-30,146.66
Manhattan,UPPER EAST SIDE (59-79),2010-07-31,147.3
Manhattan,UPPER EAST SIDE (59-79),2010-08-31,154.84
Manhattan,UPPER EAST SIDE (59-79),2010-09-30,155.95
Manhattan,UPPER EAST SIDE (59-79),2010-10-31,146.38
Manhattan,UPPER EAST SIDE (59-79),2010-11-30,159.44
Manhattan,UPPER EAST SIDE (59-79),2010-12-31,142.06
Manhattan,UPPER EAST SIDE (59-79),2011-01-31,156.42
Manhattan,UPPER EAST SIDE (59-79),2011-02-28,149.74
Manhattan,UPPER EAST SIDE (59-79),2011-03-31,134.67
Manhattan,UPPER EAST SIDE (59-79),2011-04-30,156.91
Manhattan,UPPER EAST SIDE (59-79),2011-05-31,141.08
Manhattan,UPPER EAST SIDE (59-79),2011-06-30,143.07
Manhattan,UPPER EAST SIDE (59-79),2011-07-31,146.37
Manhattan,UPPER EAST SIDE (59-79),2011-08-31,139.24
Manhattan,UPPER EAST SIDE (59-79),2011-09-30,149.33
Manhattan,UPPER EAST SIDE (59-79),2011-10-31,147.83
Manhattan,UPPER EAST SIDE (59-79),2011-11-30,142.44
Manhattan,UPPER EAST SIDE (59-79),2011-12-31,143.12
Manhattan,UPPER EAST SIDE (59-79),2012-01-31,164.58
Manhattan,UPPER EAST SIDE (59-79),2012-02-29,151.8
Manhattan,UPPER EAST SIDE (59-79),2012-03-31,154.64
Manhattan,UPPER EAST SIDE (59-79),2012-04-30,136.56
Manhattan,UPPER EAST SIDE (59-79),2012-05-31,154.65
Manhattan,UPPER EAST SIDE (59-79),2012-06-30,150.68
Manhattan,UPPER EAST SIDE (59-79),2012-07-31,152.7
Manhattan,UPPER EAST SIDE (59-79),2012-08-31,153.7
Manhattan,UPPER EAST SIDE (59-79),2012-09-30,145.56
Manhattan,UPPER EAST SIDE (59-79),2012-10-31,151.01
Manhattan,UPPER EAST SIDE (59-79),2012-11-30,151.91
Manhattan,UPPER EAST SIDE (59-79),2012-12-31,157.92
Manhattan,UPPER EAST SIDE (59-79),2013-01-31,162.27
Manhattan,UPPER EAST SIDE (59-79),2013-02-28,156.83
Manhattan,UPPER EAST SIDE (59-79),2013-03-31,161.83
Manhattan,UPPER EAST SIDE (59-79),2013-04-30,157.07
Manhattan,UPPER EAST SIDE (59-79),2013-05-31,165.89
Manhattan,UPPER EAST SIDE (59-79),2013-06-30,164.61
Manhattan,UPPER EAST SIDE (59-79),2013-07-31,161.75
Manhattan,UPPER EAST SIDE (59-79),2013-08-31,163.35
Manhattan,UPPER EAST SIDE (59-79),2013-09-30,164.41
Manhattan,UPPER EAST SIDE (59-79),2013-10-31,160.5
Manhattan,UPPER EAST SIDE (59-79),2013-11-30,174.08
Manhattan,UPPER EAST SIDE (59-79),2013-12-31,172.79
Manhattan,UPPER EAST SIDE (59-79),2014-01-31,175.97
Manhattan,UPPER EAST SIDE (59-79),2014-02-28,194.17
Manhattan,UPPER EAST SIDE (59-79),2014-03-31,177.52
Manhattan,UPPER EAST SIDE (59-79),2014-04-30,182.92
Manhattan,UPPER EAST SIDE (59-79),2014-05-31,177.45
Manhattan,UPPER EAST SIDE (59-79),2014-06-30,181.38
Manhattan,UPPER EAST SIDE (59-79),2014-07-31,181.78
Manhattan,UPPER EAST SIDE (59-79),2014-08-31,183.1
Manhattan,UPPER EAST SIDE (59-79),2014-09-30,184.58
Manhattan,UPPER EAST SIDE (59-79),2014-10-31,189.07
Manhattan,UPPER EAST SIDE (59-79),2014-11-30,177.29
Manhattan,UPPER EAST SIDE (59-79),2014-12-31,170.43
Manhattan,UPPER EAST SIDE (59-79),2015-01-31,193.32
Manhattan,UPPER EAST SIDE (59-79),2015-02-28,180.89
Manhattan,UPPER EAST SIDE (59-79),2015-03-31,194.13
Manhattan,UPPER EAST SIDE (59-79),2015-04-30,189.47
Manhattan,UPPER EAST SIDE (59-79),2015-05-31,187.5
Manhattan,UPPER EAST SIDE (59-79),2015-06-30,200.62
Manhattan,UPPER EAST SIDE (59-79),2015-07-31,195.43
Manhattan,UPPER EAST SIDE (59-79),2015-08-31,198.16
Manhattan,UPPER EAST SIDE (59-79),2015-09-30,197.28
Manhattan,UPPER EAST SIDE (59-79),2015-10-31,184.29
Manhattan,UPPER EAST SIDE (59-79),2015-11-30,189.03
Manhattan,UPPER EAST SIDE (59-79),2015-12-31,192.96
Manhattan,UPPER EAST SIDE (59-79),2016-01-31,186.02
Manhattan,UPPER EAST SIDE (59-79),2016-02-29,198.38
Manhattan,UPPER EAST SIDE (59-79),2016-03-31,182.98
Manhattan,UPPER EAST SIDE (59-79),2016-04-30,191.19
Manhattan,UPPER EAST SIDE (59-79),2016-05-31,194.67
Manhattan,UPPER EAST SIDE (59-79),2016-06-30,204.79
Manhattan,UPPER EAST SIDE (59-79),2016-07-31,196.93
Manhattan,UPPER EAST SIDE (59-79),2016-08-31,190.62
Manhattan,UPPER EAST SIDE (59-79),2016-09-30,196.94
Manhattan,UPPER EAST SIDE (59-79),2016-10-31,187.02
Manhattan,UPPER EAST SIDE (59-79),2016-11-30,183.15
Manhattan,UPPER EAST SIDE (59-79),2016-12-31,196.34
Manhattan,UPPER EAST SIDE (59-79),2017-01-31,189.03
Manhattan,UPPER EAST SIDE (59-79),2017-02-28,208.32
Manhattan,UPPER EAST SIDE (59-79),2017-03-31,191.17
Manhattan,UPPER EAST SIDE (59-79),2017-04-30,190.33
Manhattan,UPPER EAST SIDE (59-79),2017-05-31,191.28
Manhattan,UPPER EAST SIDE (59-79),2017-06-30,192.48
Manhattan,UPPER EAST SIDE (59-79),2017-07-31,191.68
Manhattan,UPPER EAST SIDE (59-79),2017-08-31,188.95
Manhattan,UPPER EAST SIDE (59-79),2017-09-30,188.3
Manhattan,UPPER EAST SIDE (59-79),2017-10-31,212.55
Manhattan,UPPER EAST SIDE (59-79),2017-11-30,189.03
Manhattan,UPPER EAST SIDE (59-79),2017-12-31,192.56
Manhattan,UPPER EAST SIDE (59-79),2018-01-31,199.21
Manhattan,UPPER EAST SIDE (59-79),2018-02-28,189.82
Manhattan,UPPER EAST SIDE (59-79),2018-03-31,195.97
Manhattan,UPPER EAST SIDE (59-79),2018-04-30,202.79
Manhattan,UPPER EAST SIDE (59-79),2018-05-31,194.61
Manhattan,UPPER EAST SIDE (59-79),2018-06-30,203.21
Manhattan,UPPER EAST SIDE (59-79),2018-07-31,201.39
Manhattan,UPPER EAST SIDE (59-79),2018-08-31,193.77
Manhattan,UPPER EAST SIDE (59-79),2018-09-30,188.75
Manhattan,UPPER EAST SIDE (59-79),2018-10-31,191.8
Manhattan,UPPER EAST SIDE (59-79),2018-11-30,188.31
Manhattan,UPPER EAST SIDE (59-79),2018-12-31,184.79
Manhattan,UPPER EAST SIDE (59-79),2019-01-31,187.75
Manhattan,UPPER EAST SIDE (59-79),2019-02-28,206.12
Manhattan,UPPER EAST SIDE (59-79),2019-03-31,190.96
Manhattan,UPPER EAST SIDE (59-79),2019-04-30,172.49
Manhattan,UPPER EAST SIDE (59-79),2019-05-31,179.93
Manhattan,UPPER EAST SIDE (59-79),2019-06-30,184.35
Manhattan,UPPER EAST SIDE (59-79),2019-07-31,185.45
Manhattan,UPPER EAST SIDE (59-79),2019-08-31,180.69
Manhattan,UPPER EAST SIDE (59-79),2019-09-30,191.5
Manhattan,UPPER EAST SIDE (59-79),2019-10-31,174.93
Manhattan,UPPER EAST SIDE (59-79),2019-11-30,183.18
Manhattan,UPPER EAST SIDE (59-79),2019-12-31,173.28
Manhattan,UPPER EAST SIDE (59-79),2020-01-31,169.54
Manhattan,UPPER EAST SIDE (59-79),2020-02-29,191.58
Manhattan,UPPER EAST SIDE (59-79),2020-03-31,197.77
Manhattan,UPPER EAST SIDE (59-79),2020-04-30,196.65
Manhattan,UPPER EAST SIDE (59-79),2020-05-31,178.23
Manhattan,UPPER EAST SIDE (59-79),2020-06-30,172.32
Manhattan,UPPER EAST SIDE (59-79),2020-07-31,172.69
Manhattan,UPPER EAST SIDE (59-79),2020-08-31,198.28
Manhattan,UPPER EAST SIDE (59-79),2020-09-30,141.63
Manhattan,UPPER EAST SIDE (59-79),2020-10-31,184.36
Manhattan,UPPER EAST SIDE (59-79),2020-11-30,170.16
Manhattan,UPPER EAST SIDE (59-79),2020-12-31,154.07
Manhattan,UPPER EAST SIDE (59-79),2021-01-31,174.64
Manhattan,UPPER EAST SIDE (59-79),2021-02-28,175.8
Manhattan,UPPER EAST SIDE (59-79),2021-03-31,167.67
Manhattan,UPPER EAST SIDE (59-79),2021-04-30,167.14
Manhattan,UPPER EAST SIDE (59-79),2021-05-31,174.21
Manhattan,UPPER EAST SIDE (59-79),2021-06-30,182.26
Manhattan,UPPER EAST SIDE (59-79),2021-07-31,189.38
Manhattan,UPPER EAST SIDE (59-79),2021-08-31,183.68
Manhattan,UPPER EAST SIDE (59-79),2021-09-30,193.17
Manhattan,UPPER EAST SIDE (59-79),2021-10-31,177.31
Manhattan,UPPER EAST SIDE (59-79),2021-11-30,201.26
Manhattan,UPPER EAST SIDE (59-79),2021-12-31,193.07
Manhattan,UPPER EAST SIDE (59-79),2022-01-31,180.2
Manhattan,UPPER EAST SIDE (59-79),2022-02-28,192.12
Manhattan,UPPER EAST SIDE (59-79),2022-03-31,194.66
Manhattan,UPPER EAST SIDE (59-79),2022-04-30,198.6
Manhattan,UPPER EAST SIDE (59-79),2022-05-31,187.61
Manhattan,UPPER EAST SIDE (59-79),2022-06-30,201.67
Manhattan,UPPER EAST SIDE (59-79),2022-07-31,205.96
Manhattan,UPPER EAST SIDE (59-79),2022-08-31,196.55
Manhattan,UPPER EAST SIDE (59-79),2022-09-30,198.49
Manhattan,UPPER EAST SIDE (59-79),2022-10-31,186.63
Manhattan,UPPER EAST SIDE (59-79),2022-11-30,179.01
Manhattan,UPPER EAST SIDE (59-79),2022-12-31,179.87
Manhattan,UPPER EAST SIDE (59-79),2023-01-31,188.44
Manhattan,UPPER EAST SIDE (59-79),2023-02-28,187.95
Manhattan,UPPER EAST SIDE (59-79),2023-03-31,168.79
Manhattan,UPPER EAST SIDE (59-79),2023-04-30,190.93
Manhattan,UPPER EAST SIDE (59-79),2023-05-31,189.23
Manhattan,UPPER EAST SIDE (59-79),2023-06-30,186.59
Manhattan,UPPER EAST SIDE (59-79),2023-07-31,191.69
Manhattan,UPPER EAST SIDE (59-79),2023-08-31,191.39
Manhattan,UPPER EAST SIDE (59-79),2023-09-30,205.27
Manhattan,UPPER EAST SIDE (59-79),2023-10-31,189.16
Manhattan,UPPER WEST SIDE (79-96),2003-01-31,100.0
Manhattan,UPPER WEST SIDE (79-96),2003-02-28,81.89
Manhattan,UPPER WEST SIDE (79-96),2003-03-31,80.68
Manhattan,UPPER WEST SIDE (79-96),2003-04-30,85.01
Manhattan,UPPER WEST SIDE (79-96),2003-05-31,82.41
Manhattan,UPPER WEST SIDE (79-96),2003-06-30,90.9
Manhattan,UPPER WEST SIDE (79-96),2003-07-31,87.63
Manhattan,UPPER WEST SIDE (79-96),2003-08-31,83.94
Manhattan,UPPER WEST SIDE (79-96),2003-09-30,84.14
Manhattan,UPPER WEST SIDE (79-96),2003-10-31,89.28
Manhattan,UPPER WEST SIDE (79-96),2003-11-30,88.69
Manhattan,UPPER WEST SIDE (79-96),2003-12-31,97.71
Manhattan,UPPER WEST SIDE (79-96),2004-01-31,91.24
Manhattan,UPPER WEST SIDE (79-96),2004-02-29,97.62
Manhattan,UPPER WEST SIDE (79-96),2004-03-31,96.33
Manhattan,UPPER WEST SIDE (79-96),2004-04-30,97.54
Manhattan,UPPER WEST SIDE (79-96),2004-05-31,104.91
Manhattan,UPPER WEST SIDE (79-96),2004-06-30,102.25
Manhattan,UPPER WEST SIDE (79-96),2004-07-31,108.73
Manhattan,UPPER WEST SIDE (79-96),2004-08-31,111.8
Manhattan,UPPER WEST SIDE (79-96),2004-09-30,111.65
Manhattan,UPPER WEST SIDE (79-96),2004-10-31,106.83
Manhattan,UPPER WEST SIDE (79-96),2004-11-30,113.77
Manhattan,UPPER WEST SIDE (79-96),2004-12-31,112.68
Manhattan,UPPER WEST SIDE (79-96),2005-01-31,121.93
Manhattan,UPPER WEST SIDE (79-96),2005-02-28,109.34
Manhattan,UPPER WEST SIDE (79-96),2005-03-31,116.82
Manhattan,UPPER WEST SIDE (79-96),2005-04-30,125.42
Manhattan,UPPER WEST SIDE (79-96),2005-05-31,116.98
Manhattan,UPPER WEST SIDE (79-96),2005-06-30,129.07
Manhattan,UPPER WEST SIDE (79-96),2005-07-31,128.9
Manhattan,UPPER WEST SIDE (79-96),2005-08-31,137.96
Manhattan,UPPER WEST SIDE (79-96),2005-09-30,133.41
Manhattan,UPPER WEST SIDE (79-96),2005-10-31,136.47
Manhattan,UPPER WEST SIDE (79-96),2005-11-30,132.85
Manhattan,UPPER WEST SIDE (79-96),2005-12-31,140.0
Manhattan,UPPER WEST SIDE (79-96),2006-01-31,131.82
Manhattan,UPPER WEST SIDE (79-96),2006-02-28,130.94
Manhattan,UPPER WEST SIDE (79-96),2006-03-31,131.38
Manhattan,UPPER WEST SIDE (79-96),2006-04-30,142.68
Manhattan,UPPER WEST SIDE (79-96),2006-05-31,136.01
Manhattan,UPPER WEST SIDE (79-96),2006-06-30,137.95
Manhattan,UPPER WEST SIDE (79-96),2006-07-31,125.74
Manhattan,UPPER WEST SIDE (79-96),2006-08-31,133.17
Manhattan,UPPER WEST SIDE (79-96),2006-09-30,140.01
Manhattan,UPPER WEST SIDE (79-96),2006-10-31,133.22
Manhattan,UPPER WEST SIDE (79-96),2006-11-30,128.54
Manhattan,UPPER WEST SIDE (79-96),2006-12-31,129.76
Manhattan,UPPER WEST SIDE (79-96),2007-01-31,121.82
Manhattan,UPPER WEST SIDE (79-96),2007-02-28,116.82
Manhattan,UPPER WEST SIDE (79-96),2007-03-31,131.51
Manhattan,UPPER WEST SIDE (79-96),2007-04-30,133.75
Manhattan,UPPER WEST SIDE (79-96),2007-05-31,133.6
Manhattan,UPPER WEST SIDE (79-96),2007-06-30,150.99
Manhattan,UPPER WEST SIDE (79-96),2007-07-31,136.19
Manhattan,UPPER WEST SIDE (79-96),2007-08-31,145.77
Manhattan,UPPER WEST SIDE (79-96),2007-09-30,142.24
Manhattan,UPPER WEST SIDE (79-96),2007-10-31,135.35
Manhattan,UPPER WEST SIDE (79-96),2007-11-30,163.18
Manhattan,UPPER WEST SIDE (79-96),2007-12-31,142.37
Manhattan,UPPER WEST SIDE (79-96),2008-01-31,148.38
Manhattan,UPPER WEST SIDE (79-96),2008-02-29,144.68
Manhattan,UPPER WEST SIDE (79-96),2008-03-31,127.29
Manhattan,UPPER WEST SIDE (79-96),2008-04-30,139.03
Manhattan,UPPER WEST SIDE (79-96),2008-05-31,145.65
Manhattan,UPPER WEST SIDE (79-96),2008-06-30,129.05
Manhattan,UPPER WEST SIDE (79-96),2008-07-31,153.23
Manhattan,UPPER WEST SIDE (79-96),2008-08-31,137.98
Manhattan,UPPER WEST SIDE (79-96),2008-09-30,142.71
Manhattan,UPPER WEST SIDE (79-96),2008-10-31,151.32
Manhattan,UPPER WEST SIDE (79-96),2008-11-30,153.05
Manhattan,UPPER WEST SIDE (79-96),2008-12-31,136.11
Manhattan,UPPER WEST SIDE (79-96),2009-01-31,131.07
Manhattan,UPPER WEST SIDE (79-96),2009-02-28,133.78
Manhattan,UPPER WEST SIDE (79-96),2009-03-31,128.77
Manhattan,UPPER WEST SIDE (79-96),2009-04-30,138.51
Manhattan,UPPER WEST SIDE (79-96),2009-05-31,121.92
Manhattan,UPPER WEST SIDE (79-96),2009-06-30,131.31
Manhattan,UPPER WEST SIDE (79-96),2009-07-31,129.87
Manhattan,UPPER WEST SIDE (79-96),2009-08-31,129.45
Manhattan,UPPER WEST SIDE (79-96),2009-09-30,122.7
Manhattan,UPPER WEST SIDE (79-96),2009-10-31,126.17
Manhattan,UPPER WEST SIDE (79-96),2009-11-30,132.89
Manhattan,UPPER WEST SIDE (79-96),2009-12-31,136.49
Manhattan,UPPER WEST SIDE (79-96),2010-01-31,106.36
Manhattan,UPPER WEST SIDE (79-96),2010-02-28,135.66
Manhattan,UPPER WEST SIDE (79-96),2010-03-31,136.47
Manhattan,UPPER WEST SIDE (79-96),2010-04-30,131.73
Manhattan,UPPER WEST SIDE (79-96),2010-05-31,132.94
Manhattan,UPPER WEST SIDE (79-96),2010-06-30,138.32
Manhattan,UPPER WEST SIDE (79-96),2010-07-31,131.18
Manhattan,UPPER WEST SIDE (79-96),2010-08-31,134.25
Manhattan,UPPER WEST SIDE (79-96),2010-09-30,136.41
Manhattan,UPPER WEST SIDE (79-96),2010-10-31,126.52
Manhattan,UPPER WEST SIDE (79-96),2010-11-30,134.67
Manhattan,UPPER WEST SIDE (79-96),2010-12-31,153.62
Manhattan,UPPER WEST SIDE (79-96),2011-01-31,128.63
Manhattan,UPPER WEST SIDE (79-96),2011-02-28,135.75
Manhattan,UPPER WEST SIDE (79-96),2011-03-31,141.99
Manhattan,UPPER WEST SIDE (79-96),2011-04-30,137.37
Manhattan,UPPER WEST SIDE (79-96),2011-05-31,136.93
Manhattan,UPPER WEST SIDE (79-96),2011-06-30,132.41
Manhattan,UPPER WEST SIDE (79-96),2011-07-31,144.54
Manhattan,UPPER WEST SIDE (79-96),2011-08-31,138.66
Manhattan,UPPER WEST SIDE (79-96),2011-09-30,135.93
Manhattan,UPPER WEST SIDE (79-96),2011-10-31,134.13
Manhattan,UPPER WEST SIDE (79-96),2011-11-30,149.77
Manhattan,UPPER WEST SIDE (79-96),2011-12-31,148.08
Manhattan,UPPER WEST SIDE (79-96),2012-01-31,128.24
Manhattan,UPPER WEST SIDE (79-96),2012-02-29,143.18
Manhattan,UPPER WEST SIDE (79-96),2012-03-31,141.03
Manhattan,UPPER WEST SIDE (79-96),2012-04-30,138.75
Manhattan,UPPER WEST SIDE (79-96),2012-05-31,151.62
Manhattan,UPPER WEST SIDE (79-96),2012-06-30,136.15
Manhattan,UPPER WEST SIDE (79-96),2012-07-31,139.81
Manhattan,UPPER WEST SIDE (79-96),2012-08-31,141.49
Manhattan,UPPER WEST SIDE (79-96),2012-09-30,144.77
Manhattan,UPPER WEST SIDE (79-96),2012-10-31,153.93
Manhattan,UPPER WEST SIDE (79-96),2012-11-30,147.49
Manhattan,UPPER WEST SIDE (79-96),2012-12-31,150.33
Manhattan,UPPER WEST SIDE (79-96),2013-01-31,152.93
Manhattan,UPPER WEST SIDE (79-96),2013-02-28,142.31
Manhattan,UPPER WEST SIDE (79-96),2013-03-31,149.71
Manhattan,UPPER WEST SIDE (79-96),2013-04-30,156.43
Manhattan,UPPER WEST SIDE (79-96),2013-05-31,157.7
Manhattan,UPPER WEST SIDE (79-96),2013-06-30,134.27
Manhattan,UPPER WEST SIDE (79-96),2013-07-31,160.98
Manhattan,UPPER WEST SIDE (79-96),2013-08-31,155.46
Manhattan,UPPER WEST SIDE (79-96),2013-09-30,170.22
Manhattan,UPPER WEST SIDE (79-96),2013-10-31,159.44
Manhattan,UPPER WEST SIDE (79-96),2013-11-30,171.59
Manhattan,UPPER WEST SIDE (79-96),2013-12-31,159.67
Manhattan,UPPER WEST SIDE (79-96),2014-01-31,148.46
Manhattan,UPPER WEST SIDE (79-96),2014-02-28,169.5
Manhattan,UPPER WEST SIDE (79-96),2014-03-31,171.07
Manhattan,UPPER WEST SIDE (79-96),2014-04-30,171.58
Manhattan,UPPER WEST SIDE (79-96),2014-05-31,165.75
Manhattan,UPPER WEST SIDE (79-96),2014-06-30,176.53
Manhattan,UPPER WEST SIDE (79-96),2014-07-31,158.41
Manhattan,UPPER WEST SIDE (79-96),2014-08-31,168.02
Manhattan,UPPER WEST SIDE (79-96),2014-09-30,179.69
Manhattan,UPPER WEST SIDE (79-96),2014-10-31,171.25
Manhattan,UPPER WEST SIDE (79-96),2014-11-30,175.41
Manhattan,UPPER WEST SIDE (79-96),2014-12-31,164.76
Manhattan,UPPER WEST SIDE (79-96),2015-01-31,165.69
Manhattan,UPPER WEST SIDE (79-96),2015-02-28,171.95
Manhattan,UPPER WEST SIDE (79-96),2015-03-31,169.82
Manhattan,UPPER WEST SIDE (79-96),2015-04-30,182.98
Manhattan,UPPER WEST SIDE (79-96),2015-05-31,163.24
Manhattan,UPPER WEST SIDE (79-96),2015-06-30,184.42
Manhattan,UPPER WEST SIDE (79-96),2015-07-31,196.24
Manhattan,UPPER WEST SIDE (79-96),2015-08-31,185.07
Manhattan,UPPER WEST SIDE (79-96),2015-09-30,179.3
Manhattan,UPPER WEST SIDE (79-96),2015-10-31,193.1
Manhattan,UPPER WEST SIDE (79-96),2015-11-30,182.79
Manhattan,UPPER WEST SIDE (79-96),2015-12-31,187.51
Manhattan,UPPER WEST SIDE (79-96),2016-01-31,174.7
Manhattan,UPPER WEST SIDE (79-96),2016-02-29,177.56
Manhattan,UPPER WEST SIDE (79-96),2016-03-31,182.39
Manhattan,UPPER WEST SIDE (79-96),2016-04-30,177.31
Manhattan,UPPER WEST SIDE (79-96),2016-05-31,176.64
Manhattan,UPPER WEST SIDE (79-96),2016-06-30,186.89
Manhattan,UPPER WEST SIDE (79-96),2016-07-31,179.3
Manhattan,UPPER WEST SIDE (79-96),2016-08-31,186.84
Manhattan,UPPER WEST SIDE (79-96),2016-09-30,181.17
Manhattan,UPPER WEST SIDE (79-96),2016-10-31,192.83
Manhattan,UPPER WEST SIDE (79-96),2016-11-30,190.79
Manhattan,UPPER WEST SIDE (79-96),2016-12-31,187.59
Manhattan,UPPER WEST SIDE (79-96),2017-01-31,189.09
Manhattan,UPPER WEST SIDE (79-96),2017-02-28,190.45
Manhattan,UPPER WEST SIDE (79-96),2017-03-31,190.24
Manhattan,UPPER WEST SIDE (79-96),2017-04-30,194.34
Manhattan,UPPER WEST SIDE (79-96),2017-05-31,184.66
